state,county,med_prop_tax_paid,med_housing_value,prop_tax_rate
South Dakota,Grant County,1557,171000.0,0.92
South Dakota,Gregory County,1428,139900.0,0.76
South Dakota,Haakon County,1489,164200.0,0.74
South Dakota,Hamlin County,2313,208600.0,1.02
South Dakota,Hand County,1413,159300.0,0.8
South Dakota,Hanson County,1979,191200.0,0.82
South Dakota,Harding County,1863,166100.0,0.98
South Dakota,Hughes County,2659,242000.0,1.03
South Dakota,Hutchinson County,1867,163000.0,0.91
South Dakota,Hyde County,1743,181600.0,1.03
South Dakota,Jackson County,760,117300.0,0.69
South Dakota,Jerauld County,1265,150800.0,0.83
South Dakota,Jones County,1313,139600.0,0.99
South Dakota,Kingsbury County,1704,169500.0,0.93
South Dakota,Lake County,2546,247600.0,0.93
South Dakota,Lawrence County,2744,346500.0,0.77
South Dakota,Lincoln County,3990,348300.0,1.12
South Dakota,Lyman County,1506,165800.0,0.96
South Dakota,McCook County,2444,230100.0,0.92
South Dakota,McPherson County,1323,85600.0,1.1
South Dakota,Marshall County,1359,156500.0,0.67
South Dakota,Meade County,3129,310900.0,0.91
South Dakota,Mellette County,825,84100.0,0.62
South Dakota,Miner County,1306,142600.0,0.7
South Dakota,Minnehaha County,3281,287600.0,1.06
South Dakota,Moody County,2500,226500.0,0.87
South Dakota,Oglala Lakota County,200-,52900.0,
South Dakota,Pennington County,3265,302200.0,1.0
South Dakota,Perkins County,1478,114600.0,0.97
South Dakota,Potter County,1717,121300.0,1.23
South Dakota,Roberts County,1492,154500.0,0.69
South Dakota,Sanborn County,1586,135600.0,0.59
South Dakota,Spink County,1584,123300.0,0.98
South Dakota,Stanley County,2679,203500.0,1.11
South Dakota,Sully County,1715,205400.0,0.86
South Dakota,Todd County,975,53900.0,0.74
South Dakota,Tripp County,1262,132900.0,0.69
South Dakota,Turner County,2181,222900.0,1.01
South Dakota,Union County,3317,301100.0,1.12
South Dakota,Walworth County,1792,136600.0,1.12
South Dakota,Yankton County,2388,225900.0,0.99
South Dakota,Ziebach County,613,99600.0,0.62
Tennessee,Anderson County,1289,239400.0,0.58
Tennessee,Bedford County,1345,281200.0,0.54
Tennessee,Benton County,738,153600.0,0.42
Tennessee,Bledsoe County,688,189400.0,0.44
Tennessee,Blount County,1453,320500.0,0.48
Tennessee,Bradley County,1187,261900.0,0.44
Tennessee,Campbell County,691,186500.0,0.36
Tennessee,Cannon County,1073,252000.0,0.41
Tennessee,Carroll County,821,142400.0,0.5
Tennessee,Carter County,864,168200.0,0.49
Tennessee,Cheatham County,1582,338700.0,0.48
Tennessee,Chester County,856,164400.0,0.51
Tennessee,Claiborne County,777,159900.0,0.43
Tennessee,Clay County,769,136400.0,0.42
Tennessee,Cocke County,898,158100.0,0.49
Tennessee,Coffee County,1407,246800.0,0.55
Tennessee,Crockett County,930,158900.0,0.54
Tennessee,Cumberland County,730,250500.0,0.29
Tennessee,Davidson County,2506,417400.0,0.57
Tennessee,Decatur County,644,139600.0,0.41
Tennessee,DeKalb County,824,235500.0,0.34
Tennessee,Dickson County,1431,306400.0,0.44
Tennessee,Dyer County,1047,166400.0,0.56
Tennessee,Fayette County,1140,340800.0,0.33
Tennessee,Fentress County,535,168200.0,0.27
Tennessee,Franklin County,1246,236900.0,0.48
Tennessee,Gibson County,1039,156900.0,0.61
Tennessee,Giles County,989,234300.0,0.45
Tennessee,Grainger County,901,189200.0,0.41
Tennessee,Greene County,890,207500.0,0.42
Tennessee,Grundy County,586,154000.0,0.43
Tennessee,Hamblen County,862,210900.0,0.37
Tennessee,Hamilton County,1925,312800.0,0.62
Tennessee,Hancock County,599,134500.0,0.42
Tennessee,Hardeman County,764,121700.0,0.58
Tennessee,Hardin County,658,160400.0,0.43
Tennessee,Hawkins County,956,176300.0,0.53
Tennessee,Haywood County,952,152400.0,0.6
Tennessee,Henderson County,794,164800.0,0.37
Tennessee,Henry County,705,160200.0,0.38
Tennessee,Hickman County,1038,224100.0,0.42
Tennessee,Houston County,929,172700.0,0.52
Tennessee,Humphreys County,921,193400.0,0.41
Tennessee,Jackson County,710,155500.0,0.38
Tennessee,Jefferson County,978,229300.0,0.4
Tennessee,Johnson County,710,178600.0,0.34
Tennessee,Knox County,1367,320900.0,0.44
Tennessee,Lake County,653,97900.0,0.72
Tennessee,Lauderdale County,844,143200.0,0.67
Tennessee,Lawrence County,1021,194400.0,0.47
Tennessee,Lewis County,824,173400.0,0.32
Tennessee,Lincoln County,1038,229700.0,0.41
Tennessee,Loudon County,1162,348000.0,0.34
Tennessee,McMinn County,748,211800.0,0.32
Tennessee,McNairy County,619,161800.0,0.38
Tennessee,Macon County,874,225700.0,0.25
Tennessee,Madison County,1185,211800.0,0.6
Tennessee,Marion County,833,195200.0,0.39
Tennessee,Marshall County,1346,279800.0,0.43
Tennessee,Maury County,1588,355700.0,0.43
Tennessee,Meigs County,693,180000.0,0.85
Tennessee,Monroe County,934,227500.0,0.39
Tennessee,Montgomery County,1697,280200.0,0.61
Tennessee,Moore County,1288,285300.0,0.42
Tennessee,Morgan County,871,166300.0,0.41
Tennessee,Obion County,690,133600.0,0.49
Tennessee,Overton County,669,173200.0,0.36
Tennessee,Perry County,675,126900.0,0.5
Tennessee,Pickett County,728,178500.0,0.12
Tennessee,Polk County,856,169900.0,0.45
Tennessee,Putnam County,1363,282500.0,0.48
Tennessee,Rhea County,894,206000.0,0.52
Tennessee,Roane County,1223,232900.0,0.55
Tennessee,Robertson County,1577,335000.0,0.44
Tennessee,Rutherford County,1839,382600.0,0.48
Tennessee,Scott County,632,124900.0,0.41
Tennessee,Sequatchie County,1051,232600.0,0.41
Tennessee,Sevier County,824,299000.0,0.31
Tennessee,Shelby County,2429,249100.0,0.97
Tennessee,Smith County,1136,243800.0,0.43
Tennessee,Stewart County,939,204700.0,0.43
Tennessee,Sullivan County,1234,213300.0,0.59
Tennessee,Sumner County,1987,393100.0,0.46
Tennessee,Tipton County,1211,240600.0,0.56
Tennessee,Trousdale County,1166,337600.0,0.38
Tennessee,Unicoi County,994,189600.0,0.49
Tennessee,Union County,752,204000.0,0.27
Tennessee,Van Buren County,693,159200.0,0.44
Tennessee,Warren County,805,192900.0,0.43
Tennessee,Washington County,1302,249000.0,0.56
Tennessee,Wayne County,635,130700.0,0.39
Tennessee,Weakley County,729,151200.0,0.44
Tennessee,White County,838,207200.0,0.44
Tennessee,Williamson County,3004,751900.0,0.37
Tennessee,Wilson County,1787,428000.0,0.42
Texas,Anderson County,1702,185300.0,0.91
Texas,Andrews County,2509,195700.0,1.13
Texas,Angelina County,1775,163500.0,1.13
Texas,Aransas County,2705,265400.0,1.01
Texas,Archer County,2296,189100.0,1.29
Texas,Armstrong County,2111,171500.0,1.06
Texas,Atascosa County,2254,174800.0,1.15
Texas,Austin County,3433,296900.0,1.0
Texas,Bailey County,1601,105300.0,0.74
Texas,Bandera County,2438,278400.0,0.81
Texas,Bastrop County,4453,314800.0,1.17
Texas,Baylor County,1288,103100.0,0.54
Texas,Bee County,1615,111300.0,1.25
Texas,Bell County,3476,241000.0,1.21
Texas,Bexar County,4535,262200.0,1.55
Texas,Blanco County,4510,483500.0,1.02
Texas,Borden County,460,108900.0,0.22
Texas,Bosque County,1959,200900.0,0.86
Texas,Bowie County,2037,173000.0,1.17
Texas,Brazoria County,5001,301600.0,1.69
Texas,Brazos County,4568,296000.0,1.38
Texas,Brewster County,2574,227000.0,0.98
Texas,Briscoe County,981,90300.0,0.74
Texas,Brooks County,1060,81000.0,1.15
Texas,Brown County,1770,158900.0,1.13
Texas,Burleson County,1816,191000.0,1.01
Texas,Burnet County,3639,344000.0,0.94
Texas,Caldwell County,3235,240500.0,1.05
Texas,Calhoun County,2153,171200.0,1.0
Texas,Callahan County,1318,145500.0,0.78
Texas,Cameron County,2042,136500.0,1.35
Texas,Camp County,1901,173100.0,0.98
Texas,Carson County,1705,143000.0,1.36
Texas,Cass County,1375,146400.0,0.67
Texas,Castro County,876,95000.0,1.2
Texas,Chambers County,3474,329500.0,1.01
Texas,Cherokee County,1963,169300.0,0.95
Texas,Childress County,1496,125400.0,1.4
Texas,Clay County,2182,171500.0,1.01
Texas,Cochran County,583,53200.0,1.01
Texas,Coke County,1372,117900.0,0.94
Texas,Coleman County,1252,92500.0,0.94
Texas,Collin County,7521,475600.0,1.48
Texas,Collingsworth County,1314,104000.0,0.91
Texas,Colorado County,2204,209800.0,0.77
Texas,Comal County,4833,427200.0,1.04
Texas,Comanche County,2096,155600.0,0.98
Texas,Concho County,1799,107400.0,0.99
Texas,Cooke County,2864,240400.0,1.06
Texas,Coryell County,2654,195300.0,1.0
Texas,Cottle County,680,59300.0,1.15
Texas,Crane County,1346,129400.0,0.95
Texas,Crockett County,416,,1.24
Texas,Crosby County,1480,80900.0,1.16
Texas,Culberson County,769,79300.0,1.14
Texas,Dallam County,1736,151400.0,1.2
Texas,Dallas County,4798,303000.0,1.45
Texas,Dawson County,1677,103400.0,1.46
Texas,Deaf Smith County,1801,121300.0,1.45
Texas,Delta County,1563,164300.0,1.16
Texas,Denton County,7055,437200.0,1.46
Texas,DeWitt County,1469,170900.0,0.86
Texas,Dickens County,939,65300.0,0.92
Texas,Dimmit County,1223,85500.0,0.82
Texas,Donley County,1117,96400.0,0.76
Texas,Duval County,1148,89400.0,0.99
Texas,Eastland County,1459,134800.0,0.99
Texas,Ector County,2538,200200.0,1.27
Texas,Edwards County,742,,0.66
Texas,Ellis County,4697,348600.0,1.24
Texas,El Paso County,3660,180400.0,1.8
Texas,Erath County,2887,269100.0,0.88
Texas,Falls County,1522,110900.0,0.97
Texas,Fannin County,2529,233700.0,0.86
Texas,Fayette County,2611,293900.0,0.73
Texas,Fisher County,1359,78600.0,1.01
Texas,Floyd County,1107,89600.0,1.45
Texas,Foard County,790,70700.0,1.34
Texas,Fort Bend County,6965,374500.0,1.77
Texas,Franklin County,2023,226300.0,0.81
Texas,Freestone County,1580,168000.0,0.98
Texas,Frio County,1670,107700.0,1.33
Texas,Gaines County,3142,200700.0,1.5
Texas,Galveston County,4442,314600.0,1.4
Texas,Garza County,1220,77800.0,1.33
Texas,Gillespie County,4496,460700.0,0.83
Texas,Glasscock County,1346,245200.0,0.6
Texas,Goliad County,1812,192500.0,0.95
Texas,Gonzales County,2084,159100.0,0.91
Texas,Gray County,1408,102900.0,1.44
Texas,Grayson County,3146,248400.0,1.23
Texas,Gregg County,2368,203400.0,1.16
Texas,Grimes County,2414,237400.0,0.9
Texas,Guadalupe County,4343,304400.0,1.19
Texas,Hale County,1525,116500.0,1.3
Texas,Hall County,1086,86100.0,1.18
Texas,Hamilton County,1863,147700.0,0.81
Texas,Hansford County,2261,124800.0,1.43
Texas,Hardeman County,848,81900.0,0.86
Texas,Hardin County,2238,205700.0,1.16
Texas,Harris County,4489,276600.0,1.5
Texas,Harrison County,1758,180400.0,0.96
Texas,Hartley County,2645,262500.0,1.08
Texas,Haskell County,1140,98700.0,0.96
Texas,Hays County,6649,399800.0,1.4
Texas,Hemphill County,2390,205700.0,1.24
Texas,Henderson County,1991,211300.0,0.98
Texas,Hidalgo County,2279,140900.0,1.63
Texas,Hill County,2078,179200.0,1.05
Texas,Hockley County,1760,127000.0,0.94
Texas,Hood County,3217,306400.0,0.97
Texas,Hopkins County,2221,221100.0,0.68
Texas,Houston County,1387,164900.0,0.75
Texas,Howard County,1480,155600.0,1.11
Texas,Hudspeth County,801,64000.0,0.95
Texas,Hunt County,3002,241700.0,1.18
Texas,Hutchinson County,1602,119100.0,1.45
Texas,Irion County,1424,204400.0,1.17
Texas,Jack County,2453,251200.0,0.84
Texas,Jackson County,2085,203900.0,1.06
Texas,Jasper County,1326,136400.0,0.89
Texas,Jeff Davis County,1365,226200.0,0.51
Texas,Jefferson County,2600,169500.0,1.5
Texas,Jim Hogg County,1258,129400.0,1.34
Texas,Jim Wells County,1426,123600.0,1.21
Texas,Johnson County,3557,285900.0,1.19
Texas,Jones County,1535,96500.0,1.2
Texas,Karnes County,1392,149000.0,0.61
Texas,Kaufman County,5377,320900.0,1.49
Texas,Kendall County,5656,512700.0,1.0
Texas,Kenedy County,-,,0.81
Texas,Kent County,835,122200.0,0.52
Texas,Kerr County,3103,321200.0,0.89
Texas,Kimble County,2559,201300.0,0.88
Texas,King County,564,52100.0,
Texas,Kinney County,1158,82000.0,1.25
Texas,Kleberg County,2369,161300.0,1.44
Texas,Knox County,1237,77300.0,1.54
Texas,Lamar County,1748,200700.0,0.88
Texas,Lamb County,919,82400.0,1.12
Texas,Lampasas County,2929,250400.0,0.76
Texas,La Salle County,1434,97800.0,1.26
Texas,Lavaca County,2041,228300.0,0.76
Texas,Lee County,2584,267800.0,0.88
Texas,Leon County,1283,186400.0,0.62
Texas,Liberty County,2133,181700.0,1.2
Texas,Limestone County,1953,164200.0,0.94
Texas,Lipscomb County,1748,124300.0,1.35
Texas,Live Oak County,1525,159200.0,0.75
Texas,Llano County,2658,356500.0,0.68
Texas,Loving County,-,,
Texas,Lubbock County,3241,214100.0,1.5
Texas,Lynn County,2604,147300.0,1.33
Texas,McCulloch County,1494,150500.0,1.05
Texas,McLennan County,3471,243600.0,1.36
Texas,McMullen County,400,97100.0,0.84
Texas,Madison County,1726,176200.0,0.96
Texas,Marion County,749,101500.0,0.9
Texas,Martin County,1587,174800.0,0.72
Texas,Mason County,2461,293600.0,0.64
Texas,Matagorda County,2328,172900.0,1.22
Texas,Maverick County,1976,158700.0,1.33
Texas,Medina County,3165,239600.0,1.23
Texas,Menard County,2111,108500.0,1.13
Texas,Midland County,3832,312700.0,1.19
Texas,Milam County,1875,189800.0,0.92
Texas,Mills County,1740,223700.0,0.67
Texas,Mitchell County,1599,85800.0,1.68
Texas,Montague County,1902,206400.0,0.88
Texas,Montgomery County,5268,346200.0,1.44
Texas,Moore County,1985,152600.0,1.35
Texas,Morris County,1329,120400.0,0.96
Texas,Motley County,904,88000.0,0.96
Texas,Nacogdoches County,1399,169200.0,0.86
Texas,Navarro County,2075,172600.0,1.05
Texas,Newton County,846,103100.0,0.87
Texas,Nolan County,1475,96300.0,1.4
Texas,Nueces County,3330,208800.0,1.4
Texas,Ochiltree County,1906,134400.0,1.44
Texas,Oldham County,1780,162800.0,1.14
Texas,Orange County,2152,173400.0,1.23
Texas,Palo Pinto County,2204,198000.0,1.07
Texas,Panola County,1242,158100.0,0.88
Texas,Parker County,5249,375900.0,1.27
Texas,Parmer County,1872,146700.0,1.24
Texas,Pecos County,1707,165700.0,0.8
Texas,Polk County,1661,184800.0,0.92
Texas,Potter County,2145,147300.0,1.41
Texas,Presidio County,1506,121300.0,1.02
Texas,Rains County,2458,241100.0,1.12
Texas,Randall County,3610,238800.0,1.37
Texas,Reagan County,1579,171500.0,0.86
Texas,Real County,1207,112500.0,0.71
Texas,Red River County,1224,121500.0,0.74
Texas,Reeves County,1271,118000.0,0.97
Texas,Refugio County,1458,99000.0,1.09
Texas,Roberts County,1786,161500.0,0.93
Texas,Robertson County,1882,185900.0,0.69
Texas,Rockwall County,6396,415500.0,1.42
Texas,Runnels County,1498,109300.0,1.38
Texas,Rusk County,1793,171300.0,0.91
Texas,Sabine County,1260,153100.0,0.79
Texas,San Augustine County,676,99900.0,0.52
Texas,San Jacinto County,2066,209300.0,0.94
Texas,San Patricio County,2866,192400.0,1.31
Texas,San Saba County,1513,168700.0,0.58
Texas,Schleicher County,1532,122700.0,1.06
Texas,Scurry County,1445,113800.0,1.36
Texas,Shackelford County,2004,174800.0,1.2
Texas,Shelby County,1024,101500.0,0.64
Texas,Sherman County,2531,146900.0,1.59
Texas,Smith County,2804,240700.0,1.15
Texas,Somervell County,2634,289500.0,0.65
Texas,Starr County,1083,95100.0,1.22
Texas,Stephens County,1633,110200.0,1.14
Texas,Sterling County,1894,147000.0,0.89
Texas,Stonewall County,872,48600.0,1.46
Texas,Sutton County,1907,155700.0,1.59
Texas,Swisher County,1487,86300.0,1.39
Texas,Tarrant County,5334,323900.0,1.54
Texas,Taylor County,2728,198600.0,1.25
Texas,Terrell County,1259,137500.0,0.96
Texas,Terry County,1779,105400.0,1.45
Texas,Throckmorton County,1148,89500.0,1.0
Texas,Titus County,2096,174000.0,1.1
Texas,Tom Green County,2532,197000.0,1.29
Texas,Travis County,7727,523000.0,1.31
Texas,Trinity County,1264,119500.0,0.98
Texas,Tyler County,1404,157300.0,0.97
Texas,Upshur County,1993,167800.0,1.09
Texas,Upton County,1177,109000.0,1.07
Texas,Uvalde County,2173,150800.0,1.16
Texas,Val Verde County,2354,164600.0,1.31
Texas,Van Zandt County,2298,222100.0,0.84
Texas,Victoria County,3061,209900.0,1.42
Texas,Walker County,2669,226900.0,1.06
Texas,Waller County,4046,318700.0,1.27
Texas,Ward County,965,150700.0,0.33
Texas,Washington County,3143,288100.0,0.79
Texas,Webb County,3421,189900.0,1.58
Texas,Wharton County,2881,189900.0,1.31
Texas,Wheeler County,1470,106100.0,1.44
Texas,Wichita County,2522,153700.0,1.55
Texas,Wilbarger County,1432,89400.0,1.48
Texas,Willacy County,1240,73600.0,1.46
Texas,Williamson County,7205,447000.0,1.5
Texas,Wilson County,3928,321300.0,1.2
Texas,Winkler County,1119,148200.0,0.76
Texas,Wise County,3466,304900.0,1.09
Texas,Wood County,1900,216500.0,0.73
Texas,Yoakum County,1715,182600.0,1.12
Texas,Young County,1957,175800.0,1.18
Texas,Zapata County,920,97100.0,0.69
Texas,Zavala County,1512,98800.0,1.3
Utah,Beaver County,1142,283700.0,0.36
Utah,Box Elder County,1966,403600.0,0.47
Utah,Cache County,2011,444400.0,0.46
Utah,Carbon County,1394,228500.0,0.62
Utah,Daggett County,1304,282300.0,0.53
Utah,Davis County,2665,505500.0,0.51
Utah,Duchesne County,1742,283700.0,0.56
Utah,Emery County,1350,218700.0,0.62
Utah,Garfield County,1127,318100.0,0.27
Utah,Grand County,2215,538700.0,0.4
Utah,Iron County,1558,379000.0,0.43
Utah,Juab County,1914,425400.0,0.37
Utah,Kane County,1630,410900.0,0.41
Utah,Millard County,1454,284700.0,0.5
Utah,Morgan County,3411,654900.0,0.52
Utah,Piute County,939,264800.0,0.32
Utah,Rich County,859,334600.0,0.34
Utah,Salt Lake County,2836,525700.0,0.5
Utah,San Juan County,1788,224200.0,0.39
Utah,Sanpete County,1619,347200.0,0.47
Utah,Sevier County,1683,311200.0,0.49
Utah,Summit County,3701,1067700.0,0.32
Utah,Tooele County,2460,431600.0,0.54
Utah,Uintah County,1523,298600.0,0.49
Utah,Utah County,2370,538700.0,0.43
Utah,Wasatch County,3624,787300.0,0.49
Utah,Washington County,2158,510700.0,0.41
Utah,Wayne County,1394,411800.0,0.38
Utah,Weber County,2557,426700.0,0.56
Vermont,Addison County,5690,361200.0,1.47
Vermont,Bennington County,4580,279900.0,1.5
Vermont,Caledonia County,4022,227900.0,1.61
Vermont,Chittenden County,6617,439200.0,1.44
Vermont,Essex County,3035,172500.0,1.45
Vermont,Franklin County,4332,306700.0,1.4
Vermont,Grand Isle County,5195,394100.0,1.33
Vermont,Lamoille County,4785,304700.0,1.39
Vermont,Orange County,4516,271300.0,1.53
Vermont,Orleans County,3692,223400.0,1.43
Vermont,Rutland County,4154,229400.0,1.65
Vermont,Washington County,5498,315000.0,1.64
Vermont,Windham County,5062,279600.0,1.6
Vermont,Windsor County,5458,296400.0,1.64
Virginia,Accomack County,985,204300.0,0.5
Virginia,Albemarle County,3719,495400.0,0.73
Virginia,Alleghany County,1000,125800.0,0.68
Virginia,Amelia County,1079,282400.0,0.43
Virginia,Amherst County,975,212400.0,0.47
Virginia,Appomattox County,1073,207600.0,0.52
Virginia,Arlington County,8153,895000.0,0.85
Virginia,Augusta County,1446,306100.0,0.47
Virginia,Bath County,797,206700.0,0.43
Virginia,Bedford County,1285,297400.0,0.43
Virginia,Bland County,846,152100.0,0.55
Virginia,Botetourt County,1862,289200.0,0.6
Virginia,Brunswick County,820,142700.0,0.4
Virginia,Buchanan County,413,94900.0,0.48
Virginia,Buckingham County,906,173400.0,0.48
Virginia,Campbell County,950,211600.0,0.46
Virginia,Caroline County,1597,307700.0,0.5
Virginia,Carroll County,834,156500.0,0.54
Virginia,Charles City County,1343,241400.0,0.59
Virginia,Charlotte County,756,144100.0,0.5
Virginia,Chesterfield County,2773,366000.0,0.75
Virginia,Clarke County,2657,550100.0,0.59
Virginia,Craig County,1064,189000.0,0.58
Virginia,Culpeper County,2141,409200.0,0.5
Virginia,Cumberland County,1361,239300.0,0.53
Virginia,Dickenson County,480,102700.0,0.51
Virginia,Dinwiddie County,1409,257800.0,0.58
Virginia,Essex County,1348,238100.0,0.58
Virginia,Fairfax County,7368,732800.0,0.95
Virginia,Fauquier County,4320,573700.0,0.67
Virginia,Floyd County,1245,225400.0,0.46
Virginia,Fluvanna County,1967,314100.0,0.65
Virginia,Franklin County,1196,240400.0,0.5
Virginia,Frederick County,1846,386000.0,0.5
Virginia,Giles County,928,151100.0,0.54
Virginia,Gloucester County,1878,331000.0,0.56
Virginia,Goochland County,2496,500600.0,0.52
Virginia,Grayson County,843,150100.0,0.62
Virginia,Greene County,2086,343300.0,0.61
Virginia,Greensville County,855,159400.0,0.6
Virginia,Halifax County,721,155700.0,0.5
Virginia,Hanover County,2627,400400.0,0.66
Virginia,Henrico County,2565,359200.0,0.68
Virginia,Henry County,637,134800.0,0.48
Virginia,Highland County,1135,200000.0,0.69
Virginia,Isle of Wight County,2510,356500.0,0.72
Virginia,James City County,2901,447200.0,0.61
Virginia,King and Queen County,1209,231600.0,0.45
Virginia,King George County,2254,428300.0,0.55
Virginia,King William County,1729,315700.0,0.61
Virginia,Lancaster County,1558,327000.0,0.49
Virginia,Lee County,595,98900.0,0.61
Virginia,Loudoun County,6325,743800.0,0.8
Virginia,Louisa County,1883,315300.0,0.63
Virginia,Lunenburg County,578,150100.0,0.4
Virginia,Madison County,1968,370300.0,0.49
Virginia,Mathews County,1547,360900.0,0.49
Virginia,Mecklenburg County,859,192600.0,0.5
Virginia,Middlesex County,1778,352200.0,0.51
Virginia,Montgomery County,2249,304600.0,0.82
Virginia,Nelson County,1622,321700.0,0.56
Virginia,New Kent County,2503,393600.0,0.6
Virginia,Northampton County,1807,316200.0,0.66
Virginia,Northumberland County,1645,346800.0,0.46
Virginia,Nottoway County,761,167500.0,0.43
Virginia,Orange County,1997,364200.0,0.59
Virginia,Page County,1497,233200.0,0.49
Virginia,Patrick County,845,153400.0,0.58
Virginia,Pittsylvania County,948,161400.0,0.57
Virginia,Powhatan County,2448,416000.0,0.59
Virginia,Prince Edward County,921,216600.0,0.52
Virginia,Prince George County,2184,293400.0,0.69
Virginia,Prince William County,4999,530100.0,0.85
Virginia,Pulaski County,1202,191700.0,0.63
Virginia,Rappahannock County,2505,506400.0,0.49
Virginia,Richmond County,1290,231500.0,0.5
Virginia,Roanoke County,2436,286000.0,0.79
Virginia,Rockbridge County,1492,248800.0,0.59
Virginia,Rockingham County,1645,313000.0,0.55
Virginia,Russell County,576,120600.0,0.48
Virginia,Scott County,885,143000.0,0.68
Virginia,Shenandoah County,1528,294900.0,0.53
Virginia,Smyth County,805,139600.0,0.54
Virginia,Southampton County,1418,216200.0,0.76
Virginia,Spotsylvania County,2347,404900.0,0.56
Virginia,Stafford County,3410,485100.0,0.67
Virginia,Surry County,1651,238800.0,0.67
Virginia,Sussex County,1078,183800.0,0.56
Virginia,Tazewell County,728,118300.0,0.61
Virginia,Warren County,1819,348400.0,0.52
Virginia,Washington County,1065,214000.0,0.5
Virginia,Westmoreland County,1628,269600.0,0.62
Virginia,Wise County,693,118600.0,0.59
Virginia,Wythe County,900,171200.0,0.52
Virginia,York County,2794,433200.0,0.63
Virginia,Alexandria city,7024,735100.0,0.92
Virginia,Bristol city,1387,184100.0,0.72
Virginia,Buena Vista city,1421,156200.0,0.88
Virginia,Charlottesville city,3915,486700.0,0.82
Virginia,Chesapeake city,3108,378400.0,0.78
Virginia,Colonial Heights city,2071,246600.0,0.75
Virginia,Covington city,681,83500.0,0.86
Virginia,Danville city,774,119100.0,0.62
Virginia,Emporia city,1171,148500.0,0.7
Virginia,Fairfax city,6515,722600.0,0.85
Virginia,Falls Church city,"10,000+",1055600.0,1.15
Virginia,Franklin city,1821,256600.0,0.81
Virginia,Fredericksburg city,2907,483700.0,0.65
Virginia,Galax city,1072,141300.0,0.52
Virginia,Hampton city,2327,245700.0,0.97
Virginia,Harrisonburg city,2281,299100.0,0.74
Virginia,Hopewell city,1564,181600.0,0.88
Virginia,Lexington city,2224,275200.0,0.85
Virginia,Lynchburg city,1804,229800.0,0.81
Virginia,Manassas city,4923,449900.0,0.99
Virginia,Manassas Park city,4636,395900.0,1.08
Virginia,Martinsville city,760,98400.0,0.81
Virginia,Newport News city,2634,260600.0,0.94
Virginia,Norfolk city,2890,289900.0,0.91
Virginia,Norton city,800,110000.0,0.85
Virginia,Petersburg city,1523,189000.0,0.87
Virginia,Poquoson city,3690,400300.0,0.9
Virginia,Portsmouth city,2557,246900.0,0.95
Virginia,Radford city,1581,220700.0,0.7
Virginia,Richmond city,3150,353000.0,0.9
Virginia,Roanoke city,1893,190500.0,0.95
Virginia,Salem city,2316,258600.0,0.82
Virginia,Staunton city,1818,259200.0,0.6
Virginia,Suffolk city,3229,347400.0,0.87
Virginia,Virginia Beach city,3061,382500.0,0.78
Virginia,Waynesboro city,1639,245500.0,0.66
Virginia,Williamsburg city,2518,428100.0,0.61
Virginia,Winchester city,2591,343000.0,0.74
Washington,Adams County,2147,273300.0,0.72
Washington,Asotin County,2340,325600.0,0.72
Washington,Benton County,3163,407800.0,0.76
Washington,Chelan County,3503,490100.0,0.65
Washington,Clallam County,3050,421800.0,0.68
Washington,Clark County,4290,522900.0,0.77
Washington,Columbia County,2303,271200.0,0.74
Washington,Cowlitz County,3245,397500.0,0.81
Washington,Douglas County,3319,432500.0,0.76
Washington,Ferry County,1801,283400.0,0.57
Washington,Franklin County,2750,379300.0,0.74
Washington,Garfield County,1574,239200.0,0.96
Washington,Grant County,2339,299500.0,0.74
Washington,Grays Harbor County,2512,314000.0,0.71
Washington,Island County,3999,593300.0,0.66
Washington,Jefferson County,3818,535000.0,0.65
Washington,King County,7114,859900.0,0.76
Washington,Kitsap County,4279,555100.0,0.72
Washington,Kittitas County,3552,497400.0,0.66
Washington,Klickitat County,2639,425300.0,0.62
Washington,Lewis County,2581,385800.0,0.68
Washington,Lincoln County,1744,292800.0,0.6
Washington,Mason County,3006,411800.0,0.72
Washington,Okanogan County,2281,299800.0,0.64
Washington,Pacific County,2395,334800.0,0.71
Washington,Pend Oreille County,2142,367900.0,0.56
Washington,Pierce County,4770,526600.0,0.85
Washington,San Juan County,4253,799200.0,0.53
Washington,Skagit County,4308,545100.0,0.75
Washington,Skamania County,3532,529500.0,0.56
Washington,Snohomish County,5364,696000.0,0.72
Washington,Spokane County,3434,410700.0,0.78
Washington,Stevens County,2065,350600.0,0.61
Washington,Thurston County,4209,480300.0,0.82
Washington,Wahkiakum County,2392,396800.0,0.59
Washington,Walla Walla County,3492,408900.0,0.85
Washington,Whatcom County,4087,585800.0,0.68
Washington,Whitman County,2691,359600.0,0.77
Washington,Yakima County,2463,310100.0,0.79
West Virginia,Barbour County,562,131900.0,0.36
West Virginia,Berkeley County,1398,266300.0,0.53
West Virginia,Boone County,620,93100.0,0.51
West Virginia,Braxton County,535,117900.0,0.39
West Virginia,Brooke County,746,141500.0,0.55
West Virginia,Cabell County,992,164400.0,0.62
West Virginia,Calhoun County,426,100500.0,0.29
West Virginia,Clay County,377,109100.0,0.59
West Virginia,Doddridge County,808,160800.0,0.48
West Virginia,Fayette County,676,105800.0,0.55
West Virginia,Gilmer County,410,83800.0,0.47
West Virginia,Grant County,540,175100.0,0.33
West Virginia,Greenbrier County,663,149000.0,0.44
