Unnamed: 0,zpid,address,price,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,is_featured,street_add,city,state_zipcode,state_code,zipcode,state_name,state_median_housing_value,state_median_prop_tax_rate,med_prop_tax_paid,single_filer_rates,single_filer_brackets,married_filing_jointly_rates,married_filing_jointly_brackets,state_avg_median_income
672,91714832,"8232 Gull Mnr, Richland, MI 49083",375000,4,3,2496,42.3648,-85.46939,House for sale,SINGLE_FAMILY,3,365400,https://www.zillow.com/homedetails/8232-Gull-Mnr-Richland-MI-49083/91714832_zpid/,FALSE,FALSE,8232 Gull Mnr,Richland,MI 49083,MI,49083,Michigan,178300,1,1940,4.25,0,4.25,0,81178.25
673,7195407,"1694 Long Horizon Ln, Henderson, NV 89074",585000,4,3,2122,36.0337,-115.05939,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/1694-Long-Horizon-Ln-Henderson-NV-89074/7195407_zpid/,FALSE,FALSE,1694 Long Horizon Ln,Henderson,NV 89074,NV,89074,Nevada,290900,0.52,1372,,,,,
674,46108470,"1951 Staunton Ave, Winter Park, FL 32789",599000,3,2,2556,28.59603,-81.37595,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/1951-Staunton-Ave-Winter-Park-FL-32789/46108470_zpid/,FALSE,FALSE,1951 Staunton Ave,Winter Park,FL 32789,FL,32789,Florida,276000,0.7,1858,,,,,
675,85282956,"4976 N 200 W, Greenfield, IN 46140",275000,3,1,1458,39.856373,-85.84152,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/4976-N-200-W-Greenfield-IN-46140/85282956_zpid/,FALSE,FALSE,4976 N 200 W,Greenfield,IN 46140,IN,46140,Indiana,179200,0.66,1169.5,2.95,0,2.95,0,79265.75
676,38743791,"53 Forest Hill Rd, West Orange Twp., NJ 07052",549000,3,2,,40.76704,-74.25096,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/53-Forest-Hill-Rd-West-Orange-NJ-07052/38743791_zpid/,TRUE,FALSE,53 Forest Hill Rd,West Orange Twp.,NJ 07052,NJ,7052,New Jersey,434600,2.03,8055,6.37,75000,5.53,80000,110086.5
677,2263579,"850 Martha St N, Stillwater, MN 55082",345000,3,2,1705,45.06261,-92.81558,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/850-Martha-St-N-Stillwater-MN-55082/2263579_zpid/,FALSE,FALSE,850 Martha St N,Stillwater,MN 55082,MN,55082,Minnesota,231900,0.94,2093,6.8,33310,6.8,48700,99511.75
678,83666169,"22409 Manor St, Saint Clair Shores, MI 48081",235000,3,2,1136,42.482742,-82.88854,House for sale,SINGLE_FAMILY,3,232900,https://www.zillow.com/homedetails/22409-Manor-St-Saint-Clair-Shores-MI-48081/83666169_zpid/,FALSE,FALSE,22409 Manor St,Saint Clair Shores,MI 48081,MI,48081,Michigan,178300,1,1940,4.25,0,4.25,0,81178.25
679,59473552,"7 Gary Street, Port Jefferson Station, NY 11776",729900,4,3,2600,40.90626,-73.05417,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/7-Gary-St-Port-Jefferson-Station-NY-11776/59473552_zpid/,TRUE,FALSE,7 Gary Street,Port Jefferson Station,NY 11776,NY,11776,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
680,51767366,"10858 Parcel Ct, Oakton, VA 22124",1104900,4,4,3014,38.89914,-77.32316,House for sale,SINGLE_FAMILY,4,1085900,https://www.zillow.com/homedetails/10858-Parcel-Ct-Oakton-VA-22124/51767366_zpid/,TRUE,FALSE,10858 Parcel Ct,Oakton,VA 22124,VA,22124,Virginia,258600,0.61,1625,5.75,17000,5.75,17000,99407
681,1005946,"112 Oglesby Ave, Homewood, AL 35209",525000,3,2,1415,33.463257,-86.813965,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/112-Oglesby-Ave-Homewood-AL-35209/1005946_zpid/,FALSE,FALSE,112 Oglesby Ave,Homewood,AL 35209,AL,35209,Alabama,156600,0.28,481,5,3000,5,6000,70625.5
682,89391271,"1001 Belleview St #708, Dallas, TX 75215",435000,2,2,1293,32.76905,-96.795044,Condo for sale,CONDO,5,427700,https://www.zillow.com/homedetails/1001-Belleview-St-708-Dallas-TX-75215/89391271_zpid/,FALSE,FALSE,1001 Belleview St #708,Dallas,TX 75215,TX,75215,Texas,169250,1.07,1888,,,,,
683,88886092,"4650 N Paseo De Los Cerritos, Tucson, AZ 85745",598000,3,2,2381,32.291748,-111.059395,House for sale,SINGLE_FAMILY,11,581600,https://www.zillow.com/homedetails/4650-N-Paseo-De-Los-Cerritos-Tucson-AZ-85745/88886092_zpid/,FALSE,FALSE,4650 N Paseo De Los Cerritos,Tucson,AZ 85745,AZ,85745,Arizona,233000,0.47,1333,2.5,0,2.5,0,84927.25
684,23915630,"1564 Chelsea Cir, Howell, MI 48843",400000,4,3,2850,42.625584,-83.759415,House for sale,SINGLE_FAMILY,4,395800,https://www.zillow.com/homedetails/1564-Chelsea-Cir-Howell-MI-48843/23915630_zpid/,FALSE,FALSE,1564 Chelsea Cir,Howell,MI 48843,MI,48843,Michigan,178300,1,1940,4.25,0,4.25,0,81178.25
685,54678230,"5 Tara Dr, Mount Laurel, NJ 08054",899000,4,4,2768,39.922863,-74.87952,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/5-Tara-Dr-Mount-Laurel-NJ-08054/54678230_zpid/,TRUE,FALSE,5 Tara Dr,Mount Laurel,NJ 08054,NJ,8054,New Jersey,434600,2.03,8055,6.37,75000,5.53,80000,110086.5
686,26851854,"13326 Rolling Hills Ln, Dallas, TX 75240",899000,5,3,2982,32.931885,-96.77859,House for sale,SINGLE_FAMILY,9,863900,https://www.zillow.com/homedetails/13326-Rolling-Hills-Ln-Dallas-TX-75240/26851854_zpid/,TRUE,FALSE,13326 Rolling Hills Ln,Dallas,TX 75240,TX,75240,Texas,169250,1.07,1888,,,,,
687,460058737,"55 Waverly Avenue, Smithtown, NY 11787",599000,5,2,1363,40.85161,-73.20278,House for sale,SINGLE_FAMILY,9,,https://www.zillow.com/homedetails/55-Waverly-Ave-Smithtown-NY-11787/460058737_zpid/,FALSE,FALSE,55 Waverly Avenue,Smithtown,NY 11787,NY,11787,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
688,23799935,"1224 Plymouth Ave NE, Grand Rapids, MI 49505",265900,3,1,1298,42.985428,-85.62479,House for sale,SINGLE_FAMILY,2,260400,https://www.zillow.com/homedetails/1224-Plymouth-Ave-NE-Grand-Rapids-MI-49505/23799935_zpid/,FALSE,FALSE,1224 Plymouth Ave NE,Grand Rapids,MI 49505,MI,49505,Michigan,178300,1,1940,4.25,0,4.25,0,81178.25
689,171115967,"1182 Broward Dr NE, Marietta, GA 30066",390000,4,3,2291,34.012608,-84.51897,Active,SINGLE_FAMILY,25,384300,https://www.zillow.com/homedetails/1182-Broward-Dr-NE-Marietta-GA-30066/171115967_zpid/,FALSE,FALSE,1182 Broward Dr NE,Marietta,GA 30066,GA,30066,Georgia,170200,0.8,1439,5.19,0,5.19,0,82209.5
690,192605104,"9395 Cloverhill Ct, Manassas, VA 20110",625000,4,3,2009,38.738,-77.479,House for sale,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/9395-Cloverhill-Ct-Manassas-VA-20110/192605104_zpid/,FALSE,FALSE,9395 Cloverhill Ct,Manassas,VA 20110,VA,20110,Virginia,258600,0.61,1625,5.75,17000,5.75,17000,99407
691,455521226,"8 Don Irwin Road, Prattsville, NY 12468",499000,3,3,1662,42.285168,-74.45771,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/8-Don-Irwin-Rd-Prattsville-NY-12468/455521226_zpid/,TRUE,FALSE,8 Don Irwin Road,Prattsville,NY 12468,NY,12468,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
692,11005998,"30 Sevier St, Greenville, SC 29605",1199000,4,3,2475,34.823803,-82.39699,House for sale,SINGLE_FAMILY,2,1197100,https://www.zillow.com/homedetails/30-Sevier-St-Greenville-SC-29605/11005998_zpid/,TRUE,FALSE,30 Sevier St,Greenville,SC 29605,SC,29605,South Carolina,172700,0.5,886.5,6,18230,6,18230,75543
693,144707629,"516 Harbor Heights Dr, Lexington, SC 29072",2225000,5,5,5000,34.0339,-81.26421,House for sale,SINGLE_FAMILY,2,2140000,https://www.zillow.com/homedetails/516-Harbor-Heights-Dr-Lexington-SC-29072/144707629_zpid/,FALSE,FALSE,516 Harbor Heights Dr,Lexington,SC 29072,SC,29072,South Carolina,172700,0.5,886.5,6,18230,6,18230,75543
694,33027726,"16 Stoneham Place, White Plains, NY 10607",699000,3,3,1404,41.04499,-73.79193,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/16-Stoneham-Pl-White-Plains-NY-10607/33027726_zpid/,TRUE,FALSE,16 Stoneham Place,White Plains,NY 10607,NY,10607,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
695,45746146,"8004 22nd Ave W, Bradenton, FL 34209",649900,3,2,1936,27.480639,-82.64231,House for sale,SINGLE_FAMILY,3,621600,https://www.zillow.com/homedetails/8004-22nd-Ave-W-Bradenton-FL-34209/45746146_zpid/,TRUE,FALSE,8004 22nd Ave W,Bradenton,FL 34209,FL,34209,Florida,276000,0.7,1858,,,,,
696,460271060,"2075 Stanley Ave, Portage, MI 49002",214500,2,2,1206,42.175877,-85.56522,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/2075-Stanley-Ave-Portage-MI-49002/460271060_zpid/,FALSE,FALSE,2075 Stanley Ave,Portage,MI 49002,MI,49002,Michigan,178300,1,1940,4.25,0,4.25,0,81178.25
697,447319303,"2330 Maximilian Dr, Campbell, CA 95008",1899000,3,2,1540,37.278885,-121.966995,House for sale,SINGLE_FAMILY,4,1928700,https://www.zillow.com/homedetails/2330-Maximilian-Dr-Campbell-CA-95008/447319303_zpid/,TRUE,FALSE,2330 Maximilian Dr,Campbell,CA 95008,CA,95008,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
698,19052066,"7125 Yuma Way, Bakersfield, CA 93308",459000,4,3,2045,35.40357,-119.080414,House for sale,SINGLE_FAMILY,9,458600,https://www.zillow.com/homedetails/7125-Yuma-Way-Bakersfield-CA-93308/19052066_zpid/,FALSE,FALSE,7125 Yuma Way,Bakersfield,CA 93308,CA,93308,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
699,12125143,"14906 Orchard Grove Dr, Midlothian, VA 23112",449000,4,3,2234,37.424377,-77.68388,House for sale,SINGLE_FAMILY,4,449800,https://www.zillow.com/homedetails/14906-Orchard-Grove-Dr-Midlothian-VA-23112/12125143_zpid/,TRUE,FALSE,14906 Orchard Grove Dr,Midlothian,VA 23112,VA,23112,Virginia,258600,0.61,1625,5.75,17000,5.75,17000,99407
700,25063400,"7761 Ironwood Dr, Dublin, CA 94568",1095000,3,2,1566,37.71317,-121.932625,House for sale,SINGLE_FAMILY,3,1143600,https://www.zillow.com/homedetails/7761-Ironwood-Dr-Dublin-CA-94568/25063400_zpid/,TRUE,FALSE,7761 Ironwood Dr,Dublin,CA 94568,CA,94568,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
701,17123321,"342 Billow Dr, San Diego, CA 92114",699000,4,2,1487,32.70806,-117.022575,House for sale,SINGLE_FAMILY,29,706600,https://www.zillow.com/homedetails/342-Billow-Dr-San-Diego-CA-92114/17123321_zpid/,TRUE,FALSE,342 Billow Dr,San Diego,CA 92114,CA,92114,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
702,30249580,"125 Briarhill Rd, Williamsville, NY 14221",929000,4,3,3076,43.005962,-78.7155,House for sale,SINGLE_FAMILY,3,904600,https://www.zillow.com/homedetails/125-Briarhill-Rd-Williamsville-NY-14221/30249580_zpid/,TRUE,FALSE,125 Briarhill Rd,Williamsville,NY 14221,NY,14221,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
703,20729290,"8805 Arcadia Ave, San Gabriel, CA 91775",899000,3,2,1526,34.12554,-118.07739,House for sale,SINGLE_FAMILY,5,941700,https://www.zillow.com/homedetails/8805-Arcadia-Ave-San-Gabriel-CA-91775/20729290_zpid/,FALSE,FALSE,8805 Arcadia Ave,San Gabriel,CA 91775,CA,91775,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
704,56297943,"34 Marion St, Natick, MA 01760",779000,3,3,1373,42.288986,-71.33766,House for sale,SINGLE_FAMILY,4,773800,https://www.zillow.com/homedetails/34-Marion-St-Natick-MA-01760/56297943_zpid/,FALSE,FALSE,34 Marion St,Natick,MA 01760,MA,1760,Massachusetts,587550,1.025,5122.5,5,0,5,0,114341.75
705,59525734,"9 Norway Pine Drive, Medford, NY 11763",675000,6,3,2400,40.804916,-72.96619,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/9-Norway-Pine-Dr-Medford-NY-11763/59525734_zpid/,TRUE,FALSE,9 Norway Pine Drive,Medford,NY 11763,NY,11763,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
706,59745551,"413 Marsh Oaks Drive, Wilmington, NC 28411",1050000,4,4,3298,34.289154,-77.7889,House for sale,SINGLE_FAMILY,7,1015900,https://www.zillow.com/homedetails/413-Marsh-Oaks-Dr-Wilmington-NC-28411/59745551_zpid/,FALSE,FALSE,413 Marsh Oaks Drive,Wilmington,NC 28411,NC,28411,North Carolina,219700,0.62,1322,3.99,0,3.99,0,80176.75
707,32700026,"16 Blackman Street, Smithtown, NY 11787",625000,4,2,1323,40.858337,-73.17371,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/16-Blackman-St-Smithtown-NY-11787/32700026_zpid/,TRUE,FALSE,16 Blackman Street,Smithtown,NY 11787,NY,11787,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
708,79126979,"412 Pagebrook Dr, Henrico, VA 23238",399900,4,2,1842,37.593487,-77.66132,House for sale,SINGLE_FAMILY,4,393700,https://www.zillow.com/homedetails/412-Pagebrook-Dr-Henrico-VA-23238/79126979_zpid/,FALSE,FALSE,412 Pagebrook Dr,Henrico,VA 23238,VA,23238,Virginia,258600,0.61,1625,5.75,17000,5.75,17000,99407
709,29792834,"2080 Virgil Place, Bronx, NY 10473",699000,4,2,2008,40.821712,-73.85315,Coming soon,SINGLE_FAMILY,4,733900,https://www.zillow.com/homedetails/2080-Virgil-Pl-Bronx-NY-10473/29792834_zpid/,FALSE,FALSE,2080 Virgil Place,Bronx,NY 10473,NY,10473,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
710,17872422,"23618 Narcissus Cir, Moreno Valley, CA 92557",899900,4,4,3270,33.972664,-117.251686,House for sale,SINGLE_FAMILY,5,894000,https://www.zillow.com/homedetails/23618-Narcissus-Cir-Moreno-Valley-CA-92557/17872422_zpid/,FALSE,FALSE,23618 Narcissus Cir,Moreno Valley,CA 92557,CA,92557,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
711,11771303,"402 Shady Point, Inman, SC 29349",425000,6,4,3140,35.071854,-81.98722,House for sale,SINGLE_FAMILY,9,421100,https://www.zillow.com/homedetails/402-Shady-Point-Inman-SC-29349/11771303_zpid/,FALSE,FALSE,402 Shady Point,Inman,SC 29349,SC,29349,South Carolina,172700,0.5,886.5,6,18230,6,18230,75543
712,10953526,"608 E 3rd North St, Summerville, SC 29485",265000,3,2,1028,33.019875,-80.16505,House for sale,SINGLE_FAMILY,4,265700,https://www.zillow.com/homedetails/608-E-3rd-North-St-Summerville-SC-29485/10953526_zpid/,FALSE,FALSE,608 E 3rd North St,Summerville,SC 29485,SC,29485,South Carolina,172700,0.5,886.5,6,18230,6,18230,75543
713,19007604,"11201 Moorgate St, Bakersfield, CA 93311",759900,4,4,3415,35.336815,-119.12674,House for sale,SINGLE_FAMILY,8,740900,https://www.zillow.com/homedetails/11201-Moorgate-St-Bakersfield-CA-93311/19007604_zpid/,FALSE,FALSE,11201 Moorgate St,Bakersfield,CA 93311,CA,93311,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
714,35143387,"604 W Acadia Point, Aurora, OH 44202",585000,5,4,3897,41.29483,-81.36788,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/604-W-Acadia-Point-Aurora-OH-44202/35143387_zpid/,FALSE,FALSE,604 W Acadia Point,Aurora,OH 44202,OH,44202,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
715,57614357,"26 Maple St, Mendon, MA 01756",619900,4,2,1874,42.104996,-71.55392,House for sale,SINGLE_FAMILY,4,618100,https://www.zillow.com/homedetails/26-Maple-St-Mendon-MA-01756/57614357_zpid/,FALSE,FALSE,26 Maple St,Mendon,MA 01756,MA,1756,Massachusetts,587550,1.025,5122.5,5,0,5,0,114341.75
716,24683724,"7700 Chamberlin Rd, Dexter, MI 48130",600000,4,3,3393,42.391907,-83.88714,House for sale,SINGLE_FAMILY,3,582600,https://www.zillow.com/homedetails/7700-Chamberlin-Rd-Dexter-MI-48130/24683724_zpid/,FALSE,FALSE,7700 Chamberlin Rd,Dexter,MI 48130,MI,48130,Michigan,178300,1,1940,4.25,0,4.25,0,81178.25
717,81256699,"3433 Middleford Dr, Cookeville, TN 38506",389900,3,2,1683,36.179443,-85.43948,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/3433-Middleford-Dr-Cookeville-TN-38506/81256699_zpid/,TRUE,FALSE,3433 Middleford Dr,Cookeville,TN 38506,TN,38506,Tennessee,204700,0.43,921,,,,,
718,51931023,"6519 Sara Alyce Ct, Burke, VA 22015",749888,3,3,1498,38.7729,-77.27484,House for sale,SINGLE_FAMILY,3,744800,https://www.zillow.com/homedetails/6519-Sara-Alyce-Ct-Burke-VA-22015/51931023_zpid/,TRUE,FALSE,6519 Sara Alyce Ct,Burke,VA 22015,VA,22015,Virginia,258600,0.61,1625,5.75,17000,5.75,17000,99407
719,79791503,"3073 Orbetello Way, El Dorado Hills, CA 95762",1650000,5,4,4852,38.69728,-121.09026,House for sale,SINGLE_FAMILY,3,1595300,https://www.zillow.com/homedetails/3073-Orbetello-Way-El-Dorado-Hills-CA-95762/79791503_zpid/,TRUE,FALSE,3073 Orbetello Way,El Dorado Hills,CA 95762,CA,95762,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
720,30344098,"3545 Heatherwood Dr, Hamburg, NY 14075",534900,4,3,2500,42.76114,-78.85438,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/3545-Heatherwood-Dr-Hamburg-NY-14075/30344098_zpid/,TRUE,FALSE,3545 Heatherwood Dr,Hamburg,NY 14075,NY,14075,New York,189000,1.815,3908,5.9,80650,5.9,161550,93806.75
721,33965367,"1523 Wyandotte Rd, Columbus, OH 43212",675000,3,3,1272,39.987656,-83.05565,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/1523-Wyandotte-Rd-Columbus-OH-43212/33965367_zpid/,TRUE,FALSE,1523 Wyandotte Rd,Columbus,OH 43212,OH,43212,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
722,145630135,"2701 Oak Way Trce, Westfield, IN 46074",2500000,5,6,7249,40.017277,-86.11662,Active,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/2701-Oak-Way-Trce-Westfield-IN-46074/145630135_zpid/,FALSE,FALSE,2701 Oak Way Trce,Westfield,IN 46074,IN,46074,Indiana,179200,0.66,1169.5,2.95,0,2.95,0,79265.75
723,38851921,"23 Dewey Ln, Lebanon Twp., NJ 08826",750000,2,3,,40.73278,-74.9129,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/23-Dewey-Ln-Lebanon-Township-NJ-08826/38851921_zpid/,FALSE,FALSE,23 Dewey Ln,Lebanon Twp.,NJ 08826,NJ,8826,New Jersey,434600,2.03,8055,6.37,75000,5.53,80000,110086.5
724,21549028,"523 N Larkin Dr, Covina, CA 91722",785000,3,2,1282,34.090176,-117.900314,House for sale,SINGLE_FAMILY,5,790600,https://www.zillow.com/homedetails/523-N-Larkin-Dr-Covina-CA-91722/21549028_zpid/,FALSE,FALSE,523 N Larkin Dr,Covina,CA 91722,CA,91722,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
725,24471880,"5292 Pond Bluff Dr, West Bloomfield, MI 48323",780000,4,6,5242,42.56027,-83.38452,House for sale,SINGLE_FAMILY,3,751500,https://www.zillow.com/homedetails/5292-Pond-Bluff-Dr-West-Bloomfield-MI-48323/24471880_zpid/,FALSE,FALSE,5292 Pond Bluff Dr,West Bloomfield,MI 48323,MI,48323,Michigan,178300,1,1940,4.25,0,4.25,0,81178.25
726,17315012,"7243 Kitty Hawk St, Fontana, CA 92336",800000,4,3,2070,34.12201,-117.50311,House for sale,SINGLE_FAMILY,6,798600,https://www.zillow.com/homedetails/7243-Kitty-Hawk-St-Fontana-CA-92336/17315012_zpid/,TRUE,FALSE,7243 Kitty Hawk St,Fontana,CA 92336,CA,92336,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
727,46703267,"5024 NW 24th Circle, Boca Raton, FL 33431",2500000,5,6,4604,26.39194,-80.12557,Coming soon,SINGLE_FAMILY,4,2400700,https://www.zillow.com/homedetails/5024-NW-24th-Cir-Boca-Raton-FL-33431/46703267_zpid/,FALSE,FALSE,5024 NW 24th Circle,Boca Raton,FL 33431,FL,33431,Florida,276000,0.7,1858,,,,,
728,28657377,"112 Stonegate S, Boerne, TX 78006",605000,3,3,2476,29.764208,-98.70496,House for sale,SINGLE_FAMILY,2,586400,https://www.zillow.com/homedetails/112-Stonegate-S-Boerne-TX-78006/28657377_zpid/,TRUE,FALSE,112 Stonegate S,Boerne,TX 78006,TX,78006,Texas,169250,1.07,1888,,,,,
729,112948498,"255 Lake Dornoch Drive, Pinehurst, NC 28374",1100000,4,4,4696,35.173607,-79.431786,House for sale,SINGLE_FAMILY,5,1046200,https://www.zillow.com/homedetails/255-Lake-Dornoch-Dr-Pinehurst-NC-28374/112948498_zpid/,FALSE,FALSE,255 Lake Dornoch Drive,Pinehurst,NC 28374,NC,28374,North Carolina,219700,0.62,1322,3.99,0,3.99,0,80176.75
730,438865956,"6657 Longdale Rd, Letart, WV 25253",395000,3,3,3808,38.923065,-81.96387,House for sale,SINGLE_FAMILY,17,384800,https://www.zillow.com/homedetails/6657-Longdale-Rd-Letart-WV-25253/438865956_zpid/,FALSE,FALSE,6657 Longdale Rd,Letart,WV 25253,WV,25253,West Virginia,148800,0.46,689,4.82,60000,4.82,60000,65850.75
731,2906430,"4603 Mattis Rd, Saint Louis, MO 63128",299000,3,3,2169,38.49821,-90.35744,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/4603-Mattis-Rd-Saint-Louis-MO-63128/2906430_zpid/,FALSE,FALSE,4603 Mattis Rd,Saint Louis,MO 63128,MO,63128,Missouri,168100,0.64,1134,4.7,9436,4.7,9436,78990.25
732,11263617,"120 Mallard Dr, Mc Kees Rocks, PA 15136",310000,3,2,1854,40.480564,-80.0993,House for sale,SINGLE_FAMILY,2,305300,https://www.zillow.com/homedetails/120-Mallard-Dr-Mc-Kees-Rocks-PA-15136/11263617_zpid/,FALSE,FALSE,120 Mallard Dr,Mc Kees Rocks,PA 15136,PA,15136,Pennsylvania,202200,1.15,2365,3.07,0,3.07,0,86367.75
733,6407904,"2622 Wells Ave, Raleigh, NC 27608",1250000,3,3,2932,35.80203,-78.66847,House for sale,SINGLE_FAMILY,2,1260000,https://www.zillow.com/homedetails/2622-Wells-Ave-Raleigh-NC-27608/6407904_zpid/,FALSE,FALSE,2622 Wells Ave,Raleigh,NC 27608,NC,27608,North Carolina,219700,0.62,1322,3.99,0,3.99,0,80176.75
734,84585987,"171 Longstreet Dr, Gettysburg, PA 17325",235000,2,2,1568,39.81117,-77.19191,House for sale,SINGLE_FAMILY,3,230700,https://www.zillow.com/homedetails/171-Longstreet-Dr-Gettysburg-PA-17325/84585987_zpid/,FALSE,FALSE,171 Longstreet Dr,Gettysburg,PA 17325,PA,17325,Pennsylvania,202200,1.15,2365,3.07,0,3.07,0,86367.75
735,9110761,"1465 Buck Hill Dr, Southampton, PA 18966",769900,4,4,3594,40.17397,-75.00689,House for sale,SINGLE_FAMILY,4,756700,https://www.zillow.com/homedetails/1465-Buck-Hill-Dr-Southampton-PA-18966/9110761_zpid/,TRUE,FALSE,1465 Buck Hill Dr,Southampton,PA 18966,PA,18966,Pennsylvania,202200,1.15,2365,3.07,0,3.07,0,86367.75
736,63351079,"1940 5th Street, Bremerton, WA 98337",444777,4,2,1996,47.566814,-122.64577,Active,SINGLE_FAMILY,2,441600,https://www.zillow.com/homedetails/1940-5th-St-Bremerton-WA-98337/63351079_zpid/,FALSE,FALSE,1940 5th Street,Bremerton,WA 98337,WA,98337,Washington,408900,0.72,3050,7,0,7,0,103663.5
737,8645654,"150 W Calle Melendrez, Green Valley, AZ 85614",310000,3,2,1633,31.889875,-110.991516,House for sale,SINGLE_FAMILY,3,309700,https://www.zillow.com/homedetails/150-W-Calle-Melendrez-Green-Valley-AZ-85614/8645654_zpid/,FALSE,FALSE,150 W Calle Melendrez,Green Valley,AZ 85614,AZ,85614,Arizona,233000,0.47,1333,2.5,0,2.5,0,84927.25
738,35679668,"1085 Birch Dr, Perrysburg, OH 43551",259900,3,3,2250,41.546577,-83.619125,House for sale,SINGLE_FAMILY,4,257500,https://www.zillow.com/homedetails/1085-Birch-Dr-Perrysburg-OH-43551/35679668_zpid/,FALSE,FALSE,1085 Birch Dr,Perrysburg,OH 43551,OH,43551,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
739,35331983,"407 Marviel Dr, Akron, OH 44333",295000,3,3,1658,41.124744,-81.62761,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/407-Marviel-Dr-Akron-OH-44333/35331983_zpid/,FALSE,FALSE,407 Marviel Dr,Akron,OH 44333,OH,44333,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
740,35143387,"604 W Acadia Point, Aurora, OH 44202",585000,5,4,3897,41.29483,-81.36788,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/604-W-Acadia-Point-Aurora-OH-44202/35143387_zpid/,FALSE,FALSE,604 W Acadia Point,Aurora,OH 44202,OH,44202,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
741,33965367,"1523 Wyandotte Rd, Columbus, OH 43212",675000,3,3,1272,39.987656,-83.05565,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/1523-Wyandotte-Rd-Columbus-OH-43212/33965367_zpid/,TRUE,FALSE,1523 Wyandotte Rd,Columbus,OH 43212,OH,43212,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
742,34085826,"5706 Pleasant Hill Dr, Hilliard, OH 43026",425000,4,3,2204,40.00289,-83.16409,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/5706-Pleasant-Hill-Dr-Hilliard-OH-43026/34085826_zpid/,FALSE,FALSE,5706 Pleasant Hill Dr,Hilliard,OH 43026,OH,43026,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
743,33980007,"5705 Moonpenny Ln, Hilliard, OH 43026",499900,4,4,2692,40.009373,-83.1645,Coming soon,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/5705-Moonpenny-Ln-Hilliard-OH-43026/33980007_zpid/,FALSE,FALSE,5705 Moonpenny Ln,Hilliard,OH 43026,OH,43026,Ohio,184050,1.005,1935.5,2.75,26050,2.75,26050,81185.5
