Unnamed: 0,zpid,address,price,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,is_featured,street_add,city,state_zipcode,state_code,zipcode,state_name,state_median_housing_value,state_median_prop_tax_rate,med_prop_tax_paid,single_filer_rates,single_filer_brackets,married_filing_jointly_rates,married_filing_jointly_brackets,state_avg_median_income
0,17264897,"979 Kevin Ave, Redlands, CA 92373",447000,3,2,1300,34.04052,-117.186195,House for sale,SINGLE_FAMILY,5,455500,https://www.zillow.com/homedetails/979-Kevin-Ave-Redlands-CA-92373/17264897_zpid/,FALSE,FALSE,979 Kevin Ave,Redlands,CA 92373,CA,92373,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
1,20021372,"13114 Addison St, Sherman Oaks, CA 91423",2795000,4,5,2900,34.160885,-118.41877,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/13114-Addison-St-Sherman-Oaks-CA-91423/20021372_zpid/,TRUE,FALSE,13114 Addison St,Sherman Oaks,CA 91423,CA,91423,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
2,20009320,"6032 Goodland Ave, North Hollywood, CA 91606",1718000,4,3,3025,34.18045,-118.41128,House for sale,SINGLE_FAMILY,8,1695500,https://www.zillow.com/homedetails/6032-Goodland-Ave-North-Hollywood-CA-91606/20009320_zpid/,FALSE,FALSE,6032 Goodland Ave,North Hollywood,CA 91606,CA,91606,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
3,460204882,"3325 Tonopah St, Oceanside, CA 92054",899999,3,3,1682,33.21426,-117.3415,Coming soon,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/3325-Tonopah-St-Oceanside-CA-92054/460204882_zpid/,FALSE,FALSE,3325 Tonopah St,Oceanside,CA 92054,CA,92054,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
4,20769150,"963 Pine Grove Ave, Los Angeles, CA 90042",995000,2,2,1271,34.13289,-118.18622,House for sale,SINGLE_FAMILY,5,999900,https://www.zillow.com/homedetails/963-Pine-Grove-Ave-Los-Angeles-CA-90042/20769150_zpid/,FALSE,FALSE,963 Pine Grove Ave,Los Angeles,CA 90042,CA,90042,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
5,18728475,"3672 W Garland Ave, Fresno, CA 93722",349900,3,2,1340,36.785095,-119.859505,House for sale,SINGLE_FAMILY,5,355100,https://www.zillow.com/homedetails/3672-W-Garland-Ave-Fresno-CA-93722/18728475_zpid/,FALSE,FALSE,3672 W Garland Ave,Fresno,CA 93722,CA,93722,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
6,17514860,"1931 Eloise Way, Upland, CA 91784",989999,4,2,2219,34.133514,-117.666435,House for sale,SINGLE_FAMILY,4,986300,https://www.zillow.com/homedetails/1931-Eloise-Way-Upland-CA-91784/17514860_zpid/,FALSE,FALSE,1931 Eloise Way,Upland,CA 91784,CA,91784,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
7,17862478,"16066 Rancho Verde Cir, Riverside, CA 92506",1070000,4,3,3840,33.89344,-117.382324,House for sale,SINGLE_FAMILY,391,1084400,https://www.zillow.com/homedetails/16066-Rancho-Verde-Cir-Riverside-CA-92506/17862478_zpid/,FALSE,FALSE,16066 Rancho Verde Cir,Riverside,CA 92506,CA,92506,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
8,447319303,"2330 Maximilian Dr, Campbell, CA 95008",1899000,3,2,1540,37.278885,-121.966995,House for sale,SINGLE_FAMILY,4,1928700,https://www.zillow.com/homedetails/2330-Maximilian-Dr-Campbell-CA-95008/447319303_zpid/,TRUE,FALSE,2330 Maximilian Dr,Campbell,CA 95008,CA,95008,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
9,19052066,"7125 Yuma Way, Bakersfield, CA 93308",459000,4,3,2045,35.40357,-119.080414,House for sale,SINGLE_FAMILY,9,458600,https://www.zillow.com/homedetails/7125-Yuma-Way-Bakersfield-CA-93308/19052066_zpid/,FALSE,FALSE,7125 Yuma Way,Bakersfield,CA 93308,CA,93308,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
10,25063400,"7761 Ironwood Dr, Dublin, CA 94568",1095000,3,2,1566,37.71317,-121.932625,House for sale,SINGLE_FAMILY,3,1143600,https://www.zillow.com/homedetails/7761-Ironwood-Dr-Dublin-CA-94568/25063400_zpid/,TRUE,FALSE,7761 Ironwood Dr,Dublin,CA 94568,CA,94568,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
11,17123321,"342 Billow Dr, San Diego, CA 92114",699000,4,2,1487,32.70806,-117.022575,House for sale,SINGLE_FAMILY,29,706600,https://www.zillow.com/homedetails/342-Billow-Dr-San-Diego-CA-92114/17123321_zpid/,TRUE,FALSE,342 Billow Dr,San Diego,CA 92114,CA,92114,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
12,20729290,"8805 Arcadia Ave, San Gabriel, CA 91775",899000,3,2,1526,34.12554,-118.07739,House for sale,SINGLE_FAMILY,5,941700,https://www.zillow.com/homedetails/8805-Arcadia-Ave-San-Gabriel-CA-91775/20729290_zpid/,FALSE,FALSE,8805 Arcadia Ave,San Gabriel,CA 91775,CA,91775,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
13,17872422,"23618 Narcissus Cir, Moreno Valley, CA 92557",899900,4,4,3270,33.972664,-117.251686,House for sale,SINGLE_FAMILY,5,894000,https://www.zillow.com/homedetails/23618-Narcissus-Cir-Moreno-Valley-CA-92557/17872422_zpid/,FALSE,FALSE,23618 Narcissus Cir,Moreno Valley,CA 92557,CA,92557,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
14,19007604,"11201 Moorgate St, Bakersfield, CA 93311",759900,4,4,3415,35.336815,-119.12674,House for sale,SINGLE_FAMILY,8,740900,https://www.zillow.com/homedetails/11201-Moorgate-St-Bakersfield-CA-93311/19007604_zpid/,FALSE,FALSE,11201 Moorgate St,Bakersfield,CA 93311,CA,93311,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
15,79791503,"3073 Orbetello Way, El Dorado Hills, CA 95762",1650000,5,4,4852,38.69728,-121.09026,House for sale,SINGLE_FAMILY,3,1595300,https://www.zillow.com/homedetails/3073-Orbetello-Way-El-Dorado-Hills-CA-95762/79791503_zpid/,TRUE,FALSE,3073 Orbetello Way,El Dorado Hills,CA 95762,CA,95762,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
16,20955215,"8912 S Fir Ave, Los Angeles, CA 90002",599000,3,2,1334,33.95548,-118.23691,House for sale,SINGLE_FAMILY,92,605700,https://www.zillow.com/homedetails/8912-S-Fir-Ave-Los-Angeles-CA-90002/20955215_zpid/,TRUE,FALSE,8912 S Fir Ave,Los Angeles,CA 90002,CA,90002,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
17,21549028,"523 N Larkin Dr, Covina, CA 91722",785000,3,2,1282,34.090176,-117.900314,House for sale,SINGLE_FAMILY,5,790600,https://www.zillow.com/homedetails/523-N-Larkin-Dr-Covina-CA-91722/21549028_zpid/,FALSE,FALSE,523 N Larkin Dr,Covina,CA 91722,CA,91722,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
18,17315012,"7243 Kitty Hawk St, Fontana, CA 92336",800000,4,3,2070,34.12201,-117.50311,House for sale,SINGLE_FAMILY,6,798600,https://www.zillow.com/homedetails/7243-Kitty-Hawk-St-Fontana-CA-92336/17315012_zpid/,TRUE,FALSE,7243 Kitty Hawk St,Fontana,CA 92336,CA,92336,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
19,19882620,"5546 Jed Smith Rd, Hidden Hills, CA 91302",22995000,7,11,13895,34.163822,-118.66853,New construction,SINGLE_FAMILY,24,21429700,https://www.zillow.com/homedetails/5546-Jed-Smith-Rd-Hidden-Hills-CA-91302/19882620_zpid/,FALSE,FALSE,5546 Jed Smith Rd,Hidden Hills,CA 91302,CA,91302,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
20,20647440,"1253 N Ditman Ave, Los Angeles, CA 90063",575000,2,1,572,34.053246,-118.18972,House for sale,SINGLE_FAMILY,8,579800,https://www.zillow.com/homedetails/1253-N-Ditman-Ave-Los-Angeles-CA-90063/20647440_zpid/,FALSE,FALSE,1253 N Ditman Ave,Los Angeles,CA 90063,CA,90063,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
21,25895733,"3376 Hartselle Way, Sacramento, CA 95827",450000,4,2,1587,38.570843,-121.31029,House for sale,SINGLE_FAMILY,2,445900,https://www.zillow.com/homedetails/3376-Hartselle-Way-Sacramento-CA-95827/25895733_zpid/,TRUE,FALSE,3376 Hartselle Way,Sacramento,CA 95827,CA,95827,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
22,17976370,"1598 Amberwood Dr, Hemet, CA 92543",299999,2,2,1427,33.74113,-116.988304,House for sale,SINGLE_FAMILY,9,303500,https://www.zillow.com/homedetails/1598-Amberwood-Dr-Hemet-CA-92543/17976370_zpid/,FALSE,FALSE,1598 Amberwood Dr,Hemet,CA 92543,CA,92543,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
23,16594614,"4743 Maclura St, Oceanside, CA 92057",689000,3,2,1154,33.24029,-117.297905,House for sale,SINGLE_FAMILY,3,690900,https://www.zillow.com/homedetails/4743-Maclura-St-Oceanside-CA-92057/16594614_zpid/,TRUE,FALSE,4743 Maclura St,Oceanside,CA 92057,CA,92057,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
24,63163644,"32727 Salvia Cir, Winchester, CA 92596",998000,7,6,3887,33.617455,-117.08862,House for sale,SINGLE_FAMILY,3,986500,https://www.zillow.com/homedetails/32727-Salvia-Cir-Winchester-CA-92596/63163644_zpid/,TRUE,FALSE,32727 Salvia Cir,Winchester,CA 92596,CA,92596,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
25,19682925,"1232 Delmas Ave, San Jose, CA 95125",2899000,4,3,3368,37.29537,-121.8934,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/1232-Delmas-Ave-San-Jose-CA-95125/19682925_zpid/,TRUE,FALSE,1232 Delmas Ave,San Jose,CA 95125,CA,95125,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
26,21181921,"6013 Deerford St, Lakewood, CA 90713",879000,3,2,1422,33.84562,-118.11411,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/6013-Deerford-St-Lakewood-CA-90713/21181921_zpid/,TRUE,FALSE,6013 Deerford St,Lakewood,CA 90713,CA,90713,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
27,18414954,"2020 San Miguel Dr, Walnut Creek, CA 94596",1750000,3,3,2144,37.891308,-122.047195,House for sale,SINGLE_FAMILY,3,1695700,https://www.zillow.com/homedetails/2020-San-Miguel-Dr-Walnut-Creek-CA-94596/18414954_zpid/,TRUE,FALSE,2020 San Miguel Dr,Walnut Creek,CA 94596,CA,94596,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
28,16985837,"6542 Clara Lee Ave, San Diego, CA 92120",999900,3,2,1269,32.792065,-117.089226,House for sale,SINGLE_FAMILY,9,,https://www.zillow.com/homedetails/6542-Clara-Lee-Ave-San-Diego-CA-92120/16985837_zpid/,TRUE,FALSE,6542 Clara Lee Ave,San Diego,CA 92120,CA,92120,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
29,21381565,"16061 Amber Valley Dr, Whittier, CA 90604",949900,3,2,1382,33.9239,-117.98919,House for sale,SINGLE_FAMILY,4,959100,https://www.zillow.com/homedetails/16061-Amber-Valley-Dr-Whittier-CA-90604/21381565_zpid/,TRUE,FALSE,16061 Amber Valley Dr,Whittier,CA 90604,CA,90604,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
30,25272859,"20071 Moontide Cir, Huntington Beach, CA 92646",1299000,3,2,1477,33.671253,-117.964714,House for sale,SINGLE_FAMILY,3,1293400,https://www.zillow.com/homedetails/20071-Moontide-Cir-Huntington-Beach-CA-92646/25272859_zpid/,TRUE,FALSE,20071 Moontide Cir,Huntington Beach,CA 92646,CA,92646,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
31,338260345,"19300 Hombre Ln, Murrieta, CA 92562",3998000,5,6,4333,33.53665,-117.32639,House for sale,SINGLE_FAMILY,147,3850700,https://www.zillow.com/homedetails/19300-Hombre-Ln-Murrieta-CA-92562/338260345_zpid/,FALSE,FALSE,19300 Hombre Ln,Murrieta,CA 92562,CA,92562,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
32,18596035,"3510 El Grande Ct, Shingle Springs, CA 95682",750000,3,2,1732,38.681313,-120.95985,House for sale,SINGLE_FAMILY,4,750300,https://www.zillow.com/homedetails/3510-El-Grande-Ct-Shingle-Springs-CA-95682/18596035_zpid/,TRUE,FALSE,3510 El Grande Ct,Shingle Springs,CA 95682,CA,95682,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
33,17288555,"6270 Kinlock Ave, Alta Loma, CA 91737",849000,4,2,1750,34.140358,-117.58247,House for sale,SINGLE_FAMILY,9,844300,https://www.zillow.com/homedetails/6270-Kinlock-Ave-Alta-Loma-CA-91737/17288555_zpid/,TRUE,FALSE,6270 Kinlock Ave,Alta Loma,CA 91737,CA,91737,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
34,25951210,"11213 Colony Rd, Wilton, CA 95693",998998,4,3,2292,38.34973,-121.241516,House for sale,SINGLE_FAMILY,8,970600,https://www.zillow.com/homedetails/11213-Colony-Rd-Wilton-CA-95693/25951210_zpid/,FALSE,FALSE,11213 Colony Rd,Wilton,CA 95693,CA,95693,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
35,348003653,"902 S Hope Ave, Ontario, CA 91761",399999,3,2,1507,34.05459,-117.63801,House for sale,SINGLE_FAMILY,13,417700,https://www.zillow.com/homedetails/902-S-Hope-Ave-Ontario-CA-91761/348003653_zpid/,FALSE,FALSE,902 S Hope Ave,Ontario,CA 91761,CA,91761,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
36,17632108,"17666 High Vista St, Victorville, CA 92395",429990,4,2,1931,34.48842,-117.2782,House for sale,SINGLE_FAMILY,3,435500,https://www.zillow.com/homedetails/17666-High-Vista-St-Victorville-CA-92395/17632108_zpid/,TRUE,FALSE,17666 High Vista St,Victorville,CA 92395,CA,92395,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
37,69249252,"29 Small Grv, Irvine, CA 92618",4080000,5,6,4209,33.707584,-117.7202,House for sale,SINGLE_FAMILY,9,3954800,https://www.zillow.com/homedetails/29-Small-Grv-Irvine-CA-92618/69249252_zpid/,TRUE,FALSE,29 Small Grv,Irvine,CA 92618,CA,92618,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
38,325654295,"25180 Juno St, Menifee, CA 92586",749999,4,3,2693,33.70071,-117.2205,House for sale,SINGLE_FAMILY,10,748200,https://www.zillow.com/homedetails/25180-Juno-St-Menifee-CA-92586/325654295_zpid/,FALSE,FALSE,25180 Juno St,Menifee,CA 92586,CA,92586,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
39,20596818,"2332 S Highland Ave, Los Angeles, CA 90016",799000,3,2,1008,34.03537,-118.34828,House for sale,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/2332-S-Highland-Ave-Los-Angeles-CA-90016/20596818_zpid/,FALSE,FALSE,2332 S Highland Ave,Los Angeles,CA 90016,CA,90016,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
40,26049649,"6439 Rolling Way, Carmichael, CA 95608",575000,4,2,1837,38.646873,-121.31455,House for sale,SINGLE_FAMILY,3,569500,https://www.zillow.com/homedetails/6439-Rolling-Way-Carmichael-CA-95608/26049649_zpid/,TRUE,FALSE,6439 Rolling Way,Carmichael,CA 95608,CA,95608,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
41,25873794,"409 Wales Dr, Folsom, CA 95630",514900,3,2,1058,38.67811,-121.16074,House for sale,SINGLE_FAMILY,2,541200,https://www.zillow.com/homedetails/409-Wales-Dr-Folsom-CA-95630/25873794_zpid/,TRUE,FALSE,409 Wales Dr,Folsom,CA 95630,CA,95630,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
42,15141637,"1475 Monterey Blvd, San Francisco, CA 94127",3495000,4,5,3435,37.732212,-122.46477,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/1475-Monterey-Blvd-San-Francisco-CA-94127/15141637_zpid/,FALSE,FALSE,1475 Monterey Blvd,San Francisco,CA 94127,CA,94127,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
43,17837926,"1230 Arthur Ave, Riverside, CA 92501",545000,5,3,1750,34.006935,-117.36526,House for sale,SINGLE_FAMILY,3,546700,https://www.zillow.com/homedetails/1230-Arthur-Ave-Riverside-CA-92501/17837926_zpid/,TRUE,FALSE,1230 Arthur Ave,Riverside,CA 92501,CA,92501,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
44,25702691,"130 Morning Glory, Rancho Santa Margarita, CA 92688",699000,2,2,1072,33.64527,-117.60089,Condo for sale,CONDO,4,692800,https://www.zillow.com/homedetails/130-Morning-Glory-Rancho-Santa-Margarita-CA-92688/25702691_zpid/,TRUE,FALSE,130 Morning Glory,Rancho Santa Margarita,CA 92688,CA,92688,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
45,17414485,"26335 Walnut Hills Dr, Lake Arrowhead, CA 92352",879000,4,3,2775,34.249985,-117.229546,House for sale,SINGLE_FAMILY,10,854700,https://www.zillow.com/homedetails/26335-Walnut-Hills-Dr-Lake-Arrowhead-CA-92352/17414485_zpid/,FALSE,FALSE,26335 Walnut Hills Dr,Lake Arrowhead,CA 92352,CA,92352,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
46,137662624,"664 Cedar Glen Dr, Big Bear City, CA 92314",2495000,3,4,4780,34.245693,-116.82058,House for sale,SINGLE_FAMILY,2,2360500,https://www.zillow.com/homedetails/664-Cedar-Glen-Dr-Big-Bear-City-CA-92314/137662624_zpid/,FALSE,FALSE,664 Cedar Glen Dr,Big Bear City,CA 92314,CA,92314,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
47,16062936,"1429 Remington Pl, Modesto, CA 95358",555000,4,2,2135,37.65561,-121.04236,House for sale,SINGLE_FAMILY,3,552700,https://www.zillow.com/homedetails/1429-Remington-Pl-Modesto-CA-95358/16062936_zpid/,TRUE,FALSE,1429 Remington Pl,Modesto,CA 95358,CA,95358,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
48,20626983,"121 S Coronado St, Los Angeles, CA 90057",575000,3,2,1520,34.068535,-118.27649,House for sale,SINGLE_FAMILY,10,576100,https://www.zillow.com/homedetails/121-S-Coronado-St-Los-Angeles-CA-90057/20626983_zpid/,TRUE,FALSE,121 S Coronado St,Los Angeles,CA 90057,CA,90057,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
49,18201132,"18222 Fiddletown Rd, Fiddletown, CA 95629",339900,4,3,1920,38.497093,-120.68749,House for sale,SINGLE_FAMILY,9,337100,https://www.zillow.com/homedetails/18222-Fiddletown-Rd-Fiddletown-CA-95629/18201132_zpid/,FALSE,FALSE,18222 Fiddletown Rd,Fiddletown,CA 95629,CA,95629,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
50,17344100,"6173 N Indigo Ave, San Bernardino, CA 92407",589999,4,3,1700,34.193317,-117.35023,House for sale,SINGLE_FAMILY,3,593000,https://www.zillow.com/homedetails/6173-N-Indigo-Ave-San-Bernardino-CA-92407/17344100_zpid/,FALSE,FALSE,6173 N Indigo Ave,San Bernardino,CA 92407,CA,92407,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
51,25817927,"5637 La Campana Way, Sacramento, CA 95822",415000,3,2,1470,38.523247,-121.4953,House for sale,SINGLE_FAMILY,4,410300,https://www.zillow.com/homedetails/5637-La-Campana-Way-Sacramento-CA-95822/25817927_zpid/,TRUE,FALSE,5637 La Campana Way,Sacramento,CA 95822,CA,95822,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
52,19301471,"835 Pine Lane, San Rafael, CA 94903",1275000,3,2,1513,38.016193,-122.56524,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/835-Pine-Ln-San-Rafael-CA-94903/19301471_zpid/,FALSE,FALSE,835 Pine Lane,San Rafael,CA 94903,CA,94903,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
53,17418968,"24691 Edelweiss Dr, Crestline, CA 92325",290000,2,2,1194,34.250973,-117.264915,House for sale,SINGLE_FAMILY,10,288800,https://www.zillow.com/homedetails/24691-Edelweiss-Dr-Crestline-CA-92325/17418968_zpid/,FALSE,FALSE,24691 Edelweiss Dr,Crestline,CA 92325,CA,92325,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
54,17265029,"1235 W Cypress Ave, Redlands, CA 92373",869000,5,3,2448,34.03739,-117.193985,House for sale,SINGLE_FAMILY,71,859800,https://www.zillow.com/homedetails/1235-W-Cypress-Ave-Redlands-CA-92373/17265029_zpid/,FALSE,FALSE,1235 W Cypress Ave,Redlands,CA 92373,CA,92373,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
55,63320539,"33164 Puffin St, Temecula, CA 92592",815000,3,3,2188,33.457413,-117.080376,House for sale,SINGLE_FAMILY,2,809200,https://www.zillow.com/homedetails/33164-Puffin-St-Temecula-CA-92592/63320539_zpid/,TRUE,FALSE,33164 Puffin St,Temecula,CA 92592,CA,92592,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
56,17741207,"464 E Santiago Way, Palm Springs, CA 92264",2195000,3,3,2857,33.783077,-116.541824,House for sale,SINGLE_FAMILY,2,2059500,https://www.zillow.com/homedetails/464-E-Santiago-Way-Palm-Springs-CA-92264/17741207_zpid/,FALSE,FALSE,464 E Santiago Way,Palm Springs,CA 92264,CA,92264,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
57,18843521,"1645 Prairie Hawke Ct, McKinleyville, CA 95519",635000,3,2,1500,40.973564,-124.097,House for sale,SINGLE_FAMILY,3,617100,https://www.zillow.com/homedetails/1645-Prairie-Hawke-Ct-McKinleyville-CA-95519/18843521_zpid/,TRUE,FALSE,1645 Prairie Hawke Ct,McKinleyville,CA 95519,CA,95519,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
58,16171467,"246 Walton Ave, Red Bluff, CA 96080",269900,3,2,1372,40.190605,-122.24202,House for sale,SINGLE_FAMILY,4,270300,https://www.zillow.com/homedetails/246-Walton-Ave-Red-Bluff-CA-96080/16171467_zpid/,FALSE,FALSE,246 Walton Ave,Red Bluff,CA 96080,CA,96080,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
59,17418089,"23698 Scenic Dr, Crestline, CA 92325",430000,4,3,2058,34.239998,-117.286606,House for sale,SINGLE_FAMILY,9,430700,https://www.zillow.com/homedetails/23698-Scenic-Dr-Crestline-CA-92325/17418089_zpid/,FALSE,FALSE,23698 Scenic Dr,Crestline,CA 92325,CA,92325,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
60,25996577,"6818 Blue Duck Way, Sacramento, CA 95842",395000,3,1,960,38.691494,-121.35626,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/6818-Blue-Duck-Way-Sacramento-CA-95842/25996577_zpid/,FALSE,FALSE,6818 Blue Duck Way,Sacramento,CA 95842,CA,95842,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
61,67143252,"14942 Championship Way, Bakersfield, CA 93314",1450000,5,4,4226,35.377487,-119.168465,House for sale,SINGLE_FAMILY,80,1394500,https://www.zillow.com/homedetails/14942-Championship-Way-Bakersfield-CA-93314/67143252_zpid/,FALSE,FALSE,14942 Championship Way,Bakersfield,CA 93314,CA,93314,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
62,16139325,"457 Townsend Dr, Aptos, CA 95003",1950000,3,2,1639,36.96615,-121.89243,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/457-Townsend-Dr-Aptos-CA-95003/16139325_zpid/,TRUE,FALSE,457 Townsend Dr,Aptos,CA 95003,CA,95003,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
63,20924685,"5150 La Crescenta Ave, La Crescenta, CA 91214",1499500,4,3,2666,34.23667,-118.23959,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/5150-La-Crescenta-Ave-La-Crescenta-CA-91214/20924685_zpid/,TRUE,FALSE,5150 La Crescenta Ave,La Crescenta,CA 91214,CA,91214,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
64,2061477882,"36275 Firelight Cir, Wildomar, CA 92595",755000,5,3,3462,33.59415,-117.26903,House for sale,SINGLE_FAMILY,2,754500,https://www.zillow.com/homedetails/36275-Firelight-Cir-Wildomar-CA-92595/2061477882_zpid/,FALSE,FALSE,36275 Firelight Cir,Wildomar,CA 92595,CA,92595,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
65,2055935933,"6503 Friendly Pl, Carlsbad, CA 92011",955000,3,2,1308,33.11955,-117.32512,House for sale,SINGLE_FAMILY,248,,https://www.zillow.com/homedetails/6503-Friendly-Pl-Carlsbad-CA-92011/2055935933_zpid/,FALSE,FALSE,6503 Friendly Pl,Carlsbad,CA 92011,CA,92011,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
66,112098308,"803 Sunrise Dr, Gilroy, CA 95020",1375000,4,4,3449,37.033363,-121.5981,House for sale,SINGLE_FAMILY,4,1351800,https://www.zillow.com/homedetails/803-Sunrise-Dr-Gilroy-CA-95020/112098308_zpid/,TRUE,FALSE,803 Sunrise Dr,Gilroy,CA 95020,CA,95020,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
67,80740161,"2301 Harrison St Suite 203, San Francisco, CA 94110",880000,1,2,1105,37.760117,-122.41241,Condo for sale,CONDO,9,,https://www.zillow.com/homedetails/2301-Harrison-St-SUITE-203-San-Francisco-CA-94110/80740161_zpid/,FALSE,FALSE,2301 Harrison St Suite 203,San Francisco,CA 94110,CA,94110,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
68,61285858,"77825 Laredo Ct, La Quinta, CA 92253",1450000,3,3,2329,33.68393,-116.306564,House for sale,SINGLE_FAMILY,2,1389700,https://www.zillow.com/homedetails/77825-Laredo-Ct-La-Quinta-CA-92253/61285858_zpid/,FALSE,FALSE,77825 Laredo Ct,La Quinta,CA 92253,CA,92253,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
69,18194961,"30752 Canterfield Dr, Temecula, CA 92592",660000,4,3,1735,33.472153,-117.120865,House for sale,SINGLE_FAMILY,2,660000,https://www.zillow.com/homedetails/30752-Canterfield-Dr-Temecula-CA-92592/18194961_zpid/,FALSE,FALSE,30752 Canterfield Dr,Temecula,CA 92592,CA,92592,California,481100,0.69,3293.5,9.3,72724,9.3,145448,98741.5
