,zpid,address,price,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,is_featured,street_add,city,state_zipcode,state_code,zipcode,state_name
914,58992387,"55 Whites Hill Road, Coventry, CT 06238",695000,4.0,3.0,2972.0,41.78252,-72.287674,Coming soon,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/55-Whites-Hill-Rd-Coventry-CT-06238/58992387_zpid/,False,False,55 Whites Hill Road,Coventry,CT 06238,CT,06238,Connecticut
915,197771454,"56 Reservoir Road, Goshen, CT 06756",549000,3.0,2.0,1570.0,41.811607,-73.202545,House for sale,SINGLE_FAMILY,3,534400.0,https://www.zillow.com/homedetails/56-Reservoir-Rd-Goshen-CT-06756/197771454_zpid/,False,False,56 Reservoir Road,Goshen,CT 06756,CT,06756,Connecticut
916,174108390,"74 Tariffville Road, Bloomfield, CT 06002",389990,4.0,3.0,2165.0,41.89687,-72.759,House for sale,SINGLE_FAMILY,3,387300.0,https://www.zillow.com/homedetails/74-Tariffville-Rd-Bloomfield-CT-06002/174108390_zpid/,False,False,74 Tariffville Road,Bloomfield,CT 06002,CT,06002,Connecticut
917,59058782,"201 Tunxis Road, Bristol, CT 06010",390000,3.0,2.0,1800.0,41.64312,-72.95616,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/201-Tunxis-Rd-Bristol-CT-06010/59058782_zpid/,False,False,201 Tunxis Road,Bristol,CT 06010,CT,06010,Connecticut
918,58824750,"35 Greenfield Drive, Shelton, CT 06484",529900,3.0,2.0,1202.0,41.272915,-73.17379,House for sale,SINGLE_FAMILY,3,525300.0,https://www.zillow.com/homedetails/35-Greenfield-Dr-Shelton-CT-06484/58824750_zpid/,False,False,35 Greenfield Drive,Shelton,CT 06484,CT,06484,Connecticut
919,57314372,"227 Riverside Ave, Greenwich, CT 06878",3595000,5.0,5.0,3226.0,41.02858,-73.58289,House for sale,SINGLE_FAMILY,8,4027600.0,https://www.zillow.com/homedetails/227-Riverside-Ave-Greenwich-CT-06878/57314372_zpid/,False,False,227 Riverside Ave,Greenwich,CT 06878,CT,06878,Connecticut
920,459883086,"1861 Glasgo Road, Griswold, CT 06351",113000,0.0,0.0,1872.0,41.557713,-71.89058,House for sale,SINGLE_FAMILY,18,,https://www.zillow.com/homedetails/1861-Glasgo-Rd-Jewett-City-CT-06351/459883086_zpid/,False,False,1861 Glasgo Road,Griswold,CT 06351,CT,06351,Connecticut
921,177227066,"23 Bridge Street, Westport, CT 06880",1185000,4.0,3.0,2622.0,41.124077,-73.36439,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/23-Bridge-St-Westport-CT-06880/177227066_zpid/,False,False,23 Bridge Street,Westport,CT 06880,CT,06880,Connecticut
922,58912605,"76 Bartlett Drive, Madison, CT 06443",775000,5.0,3.0,3100.0,41.33461,-72.64624,Coming soon,SINGLE_FAMILY,2,774100.0,https://www.zillow.com/homedetails/76-Bartlett-Dr-Madison-CT-06443/58912605_zpid/,False,False,76 Bartlett Drive,Madison,CT 06443,CT,06443,Connecticut
923,57714339,"24 Iroquois Road, Enfield, CT 06082",320000,3.0,2.0,2112.0,41.941,-72.56792,Coming soon,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/24-Iroquois-Rd-Enfield-CT-06082/57714339_zpid/,True,False,24 Iroquois Road,Enfield,CT 06082,CT,06082,Connecticut
924,57408258,"9 Woods End Lane, Weston, CT 06883",1199000,5.0,3.0,4072.0,41.246887,-73.36643,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/9-Woods-End-Ln-Weston-CT-06883/57408258_zpid/,True,False,9 Woods End Lane,Weston,CT 06883,CT,06883,Connecticut
925,72301082,"120 Second Street, Suffield, CT 06078",479900,4.0,3.0,2104.0,41.99365,-72.62082,Coming soon,SINGLE_FAMILY,3,507000.0,https://www.zillow.com/homedetails/120-2nd-St-Suffield-CT-06078/72301082_zpid/,False,False,120 Second Street,Suffield,CT 06078,CT,06078,Connecticut
926,62540611,"85 Lydall Street, Manchester, CT 06042",335000,3.0,2.0,1469.0,41.794277,-72.50528,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/85-Lydall-St-Manchester-CT-06042/62540611_zpid/,False,False,85 Lydall Street,Manchester,CT 06042,CT,06042,Connecticut
927,58042666,"9 Schwartz Road, Bozrah, CT 06334",425000,3.0,2.0,2445.0,41.567963,-72.16977,House for sale,SINGLE_FAMILY,9,,https://www.zillow.com/homedetails/9-Schwartz-Rd-Bozrah-CT-06334/58042666_zpid/,False,False,9 Schwartz Road,Bozrah,CT 06334,CT,06334,Connecticut
928,57345401,"122 Lakeside Drive, Ridgefield, CT 06877",595000,3.0,3.0,1144.0,41.338108,-73.49011,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/122-Lakeside-Dr-Ridgefield-CT-06877/57345401_zpid/,False,False,122 Lakeside Drive,Ridgefield,CT 06877,CT,06877,Connecticut
929,57974580,"18 Deer Path Lane, North Branford, CT 06471",295000,2.0,2.0,1212.0,41.317356,-72.750374,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/18-Deer-Path-Ln-North-Branford-CT-06471/57974580_zpid/,False,False,18 Deer Path Lane,North Branford,CT 06471,CT,06471,Connecticut
930,57718798,"373 Collinsville Road, Farmington, CT 06085",334900,4.0,2.0,1482.0,41.771793,-72.90496,Coming soon,SINGLE_FAMILY,7,336500.0,https://www.zillow.com/homedetails/373-Collinsville-Rd-Unionville-CT-06085/57718798_zpid/,False,False,373 Collinsville Road,Farmington,CT 06085,CT,06085,Connecticut
931,57920384,"142 Washington Avenue, Hamden, CT 06518",399999,3.0,2.0,1872.0,41.38724,-72.898384,Coming soon,SINGLE_FAMILY,1,346300.0,https://www.zillow.com/homedetails/142-Washington-Ave-Hamden-CT-06518/57920384_zpid/,False,False,142 Washington Avenue,Hamden,CT 06518,CT,06518,Connecticut
932,60013674,"60 Roseanna Road, Southington, CT 06479",399000,3.0,3.0,1400.0,41.572662,-72.92516,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/60-Roseanna-Rd-Plantsville-CT-06479/60013674_zpid/,False,False,60 Roseanna Road,Southington,CT 06479,CT,06479,Connecticut
933,2065617738,"185 Main Street #305, East Lyme, CT 06357",789900,2.0,2.0,1304.0,41.324368,-72.1899,Coming soon,CONDO,1,837500.0,https://www.zillow.com/homedetails/185-Main-St-305-Niantic-CT-06357/2065617738_zpid/,False,False,185 Main Street #305,East Lyme,CT 06357,CT,06357,Connecticut
934,58010552,"82 Coniston Avenue, Waterbury, CT 06708",285000,3.0,2.0,1797.0,41.57145,-73.06578,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/82-Coniston-Ave-Waterbury-CT-06708/58010552_zpid/,False,False,82 Coniston Avenue,Waterbury,CT 06708,CT,06708,Connecticut
935,58007758,"590 Columbia Blvd Extension, Waterbury, CT 06704",260000,3.0,2.0,962.0,41.582943,-73.04503,Coming soon,SINGLE_FAMILY,1,285400.0,https://www.zillow.com/homedetails/590-Columbia-Boulevard-Ext-Waterbury-CT-06704/58007758_zpid/,False,False,590 Columbia Blvd Extension,Waterbury,CT 06704,CT,06704,Connecticut
936,57311584,"545 Indian Field Rd, Greenwich, CT 06830",45000000,6.0,8.0,12492.0,41.016106,-73.604675,House for sale,SINGLE_FAMILY,85,40794200.0,https://www.zillow.com/homedetails/545-Indian-Field-Rd-Greenwich-CT-06830/57311584_zpid/,False,False,545 Indian Field Rd,Greenwich,CT 06830,CT,06830,Connecticut
937,57883873,"156 Back Rimmon Road, Beacon Falls, CT 06403",339000,3.0,2.0,1632.0,41.424664,-73.080154,House for sale,SINGLE_FAMILY,2,344700.0,https://www.zillow.com/homedetails/156-Back-Rimmon-Rd-Beacon-Falls-CT-06403/57883873_zpid/,False,False,156 Back Rimmon Road,Beacon Falls,CT 06403,CT,06403,Connecticut
938,57283127,"112 Camp Avenue, Darien, CT 06820",2395000,4.0,4.0,3550.0,41.094566,-73.50524,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/112-Camp-Ave-Darien-CT-06820/57283127_zpid/,True,False,112 Camp Avenue,Darien,CT 06820,CT,06820,Connecticut
939,57776284,"16 Clarendon Avenue, West Hartford, CT 06110",315000,3.0,2.0,1202.0,41.742737,-72.73109,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/16-Clarendon-Ave-West-Hartford-CT-06110/57776284_zpid/,True,False,16 Clarendon Avenue,West Hartford,CT 06110,CT,06110,Connecticut
940,59965917,"136 Gilbert Lane, South Windsor, CT 06074",839900,6.0,4.0,4504.0,41.811794,-72.54442,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/136-Gilbert-Ln-South-Windsor-CT-06074/59965917_zpid/,False,False,136 Gilbert Lane,South Windsor,CT 06074,CT,06074,Connecticut
942,58924261,"150 Millville Avenue, Naugatuck, CT 06770",280000,4.0,2.0,2346.0,41.49483,-73.05929,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/150-Millville-Ave-Naugatuck-CT-06770/58924261_zpid/,False,False,150 Millville Avenue,Naugatuck,CT 06770,CT,06770,Connecticut
943,59291615,"104 Silver Lane, East Hartford, CT 06118",279000,3.0,2.0,1491.0,41.761402,-72.640175,House for sale,SINGLE_FAMILY,26,,https://www.zillow.com/homedetails/104-Silver-Ln-East-Hartford-CT-06118/59291615_zpid/,False,False,104 Silver Lane,East Hartford,CT 06118,CT,06118,Connecticut
944,57921899,"90 Rolling Ridge Road, Hamden, CT 06518",399000,3.0,3.0,2782.0,41.39445,-72.88991,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/90-Rolling-Ridge-Rd-Hamden-CT-06518/57921899_zpid/,False,False,90 Rolling Ridge Road,Hamden,CT 06518,CT,06518,Connecticut
945,58923166,"46 Mulberry Street, Naugatuck, CT 06770",320000,3.0,2.0,1508.0,41.48857,-73.033424,House for sale,SINGLE_FAMILY,3,325400.0,https://www.zillow.com/homedetails/46-Mulberry-St-Naugatuck-CT-06770/58923166_zpid/,False,False,46 Mulberry Street,Naugatuck,CT 06770,CT,06770,Connecticut
946,200401967,"1020 Old Clinton Road, Westbrook, CT 06498",379000,4.0,1.0,1314.0,41.28753,-72.461365,House for sale,SINGLE_FAMILY,3,376000.0,https://www.zillow.com/homedetails/1020-Old-Clinton-Rd-Westbrook-CT-06498/200401967_zpid/,True,False,1020 Old Clinton Road,Westbrook,CT 06498,CT,06498,Connecticut
947,57688918,"20 Mountain Road, Wilton, CT 06897",800000,4.0,3.0,3125.0,41.255573,-73.437035,House for sale,SINGLE_FAMILY,7,773100.0,https://www.zillow.com/homedetails/20-Mountain-Rd-Wilton-CT-06897/57688918_zpid/,False,False,20 Mountain Road,Wilton,CT 06897,CT,06897,Connecticut
948,57255869,"37 Herald Avenue, Bridgeport, CT 06606",375000,4.0,2.0,1332.0,41.214985,-73.2203,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/37-Herald-Ave-Bridgeport-CT-06606/57255869_zpid/,False,False,37 Herald Avenue,Bridgeport,CT 06606,CT,06606,Connecticut
949,57784294,"12 Timrod Road, West Hartford, CT 06107",624900,3.0,3.0,2156.0,41.77217,-72.75569,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/12-Timrod-Rd-West-Hartford-CT-06107/57784294_zpid/,False,False,12 Timrod Road,West Hartford,CT 06107,CT,06107,Connecticut
950,58870502,"163 Pawnee Road, Watertown, CT 06795",325000,2.0,2.0,1420.0,41.588173,-73.136055,House for sale,SINGLE_FAMILY,2,319900.0,https://www.zillow.com/homedetails/163-Pawnee-Rd-Watertown-CT-06795/58870502_zpid/,True,False,163 Pawnee Road,Watertown,CT 06795,CT,06795,Connecticut
951,207191485,"389 Route 66, Columbia, CT 06237",450000,3.0,3.0,2886.0,41.681183,-72.333275,House for sale,SINGLE_FAMILY,3,451200.0,https://www.zillow.com/homedetails/389-Route-66-Columbia-CT-06237/207191485_zpid/,True,False,389 Route 66,Columbia,CT 06237,CT,06237,Connecticut
952,174492734,"42 Harrison Road, Guilford, CT 06437",558000,3.0,3.0,1800.0,41.34259,-72.73821,Coming soon,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/42-Harrison-Rd-Guilford-CT-06437/174492734_zpid/,True,False,42 Harrison Road,Guilford,CT 06437,CT,06437,Connecticut
953,57357388,"23 Bonita Drive, Shelton, CT 06484",775000,4.0,3.0,2368.0,41.309963,-73.178825,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/23-Bonita-Dr-Shelton-CT-06484/57357388_zpid/,True,False,23 Bonita Drive,Shelton,CT 06484,CT,06484,Connecticut
954,59050848,"50 Habitat Lane, Bloomfield, CT 06002",430000,4.0,3.0,3338.0,41.874603,-72.7514,House for sale,SINGLE_FAMILY,17,,https://www.zillow.com/homedetails/50-Habitat-Ln-Bloomfield-CT-06002/59050848_zpid/,False,False,50 Habitat Lane,Bloomfield,CT 06002,CT,06002,Connecticut
955,57292881,"175 Winnepoge Drive, Fairfield, CT 06825",815000,4.0,3.0,2231.0,41.197784,-73.263916,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/175-Winnepoge-Dr-Fairfield-CT-06825/57292881_zpid/,True,False,175 Winnepoge Drive,Fairfield,CT 06825,CT,06825,Connecticut
957,57324562,"98 Indian Waters Drive, New Canaan, CT 06840",4195000,5.0,8.0,7870.0,41.131073,-73.508514,House for sale,SINGLE_FAMILY,3,3962500.0,https://www.zillow.com/homedetails/98-Indian-Waters-Dr-New-Canaan-CT-06840/57324562_zpid/,False,False,98 Indian Waters Drive,New Canaan,CT 06840,CT,06840,Connecticut
958,57343152,"159 Barry Avenue, Ridgefield, CT 06877",1079000,5.0,3.0,2299.0,41.284473,-73.51772,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/159-Barry-Ave-Ridgefield-CT-06877/57343152_zpid/,True,False,159 Barry Avenue,Ridgefield,CT 06877,CT,06877,Connecticut
959,57896855,"355 Redwood Lane, Cheshire, CT 06410",519000,4.0,3.0,1792.0,41.514122,-72.88377,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/355-Redwood-Ln-Cheshire-CT-06410/57896855_zpid/,True,False,355 Redwood Lane,Cheshire,CT 06410,CT,06410,Connecticut
960,57289732,"168 Bennett Street, Fairfield, CT 06825",899000,4.0,3.0,2175.0,41.203617,-73.24048,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/168-Bennett-St-Fairfield-CT-06825/57289732_zpid/,True,False,168 Bennett Street,Fairfield,CT 06825,CT,06825,Connecticut
961,57301204,"158 Coventry Lane, Fairfield, CT 06824",1999000,4.0,4.0,4255.0,41.195824,-73.31614,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/158-Coventry-Ln-Fairfield-CT-06824/57301204_zpid/,True,False,158 Coventry Lane,Fairfield,CT 06824,CT,06824,Connecticut
962,147566126,"390 Scott Hill Road, Lebanon, CT 06249",299900,3.0,1.0,1300.0,41.544632,-72.21669,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/390-Scott-Hill-Rd-Lebanon-CT-06249/147566126_zpid/,False,False,390 Scott Hill Road,Lebanon,CT 06249,CT,06249,Connecticut
963,57795709,"176 Todd Hill Road, Bethlehem, CT 06751",295000,3.0,2.0,1025.0,41.663647,-73.23159,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/176-Todd-Hill-Rd-Bethlehem-CT-06751/57795709_zpid/,False,False,176 Todd Hill Road,Bethlehem,CT 06751,CT,06751,Connecticut
964,58104616,"46 Village Hill Road, Stafford, CT 06076",279000,3.0,1.0,1157.0,41.947617,-72.285866,House for sale,SINGLE_FAMILY,8,298400.0,https://www.zillow.com/homedetails/46-Village-Hill-Rd-Stafford-Springs-CT-06076/58104616_zpid/,False,False,46 Village Hill Road,Stafford,CT 06076,CT,06076,Connecticut
965,174167642,"779 Ellington Road, South Windsor, CT 06074",224925,4.0,2.0,1178.0,41.815,-72.5901,House for sale,SINGLE_FAMILY,3,322400.0,https://www.zillow.com/homedetails/779-Ellington-Rd-South-Windsor-CT-06074/174167642_zpid/,False,False,779 Ellington Road,South Windsor,CT 06074,CT,06074,Connecticut
967,58895287,"4 Fairview Terrace, Derby, CT 06418",375000,7.0,3.0,3327.0,41.332893,-73.088425,House for sale,SINGLE_FAMILY,24,,https://www.zillow.com/homedetails/4-Fairview-Ter-Derby-CT-06418/58895287_zpid/,False,False,4 Fairview Terrace,Derby,CT 06418,CT,06418,Connecticut
968,59054993,"368 Main Street, Bristol, CT 06010",255000,5.0,2.0,2160.0,41.675667,-72.94208,Foreclosure,SINGLE_FAMILY,12,272400.0,https://www.zillow.com/homedetails/368-Main-St-Bristol-CT-06010/59054993_zpid/,False,False,368 Main Street,Bristol,CT 06010,CT,06010,Connecticut
969,58909591,"30 Meeting House Lane, Madison, CT 06443",1895000,5.0,4.0,3912.0,41.279858,-72.60355,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/30-Meeting-House-Ln-Madison-CT-06443/58909591_zpid/,False,False,30 Meeting House Lane,Madison,CT 06443,CT,06443,Connecticut
970,57963221,"120 Wooster Street APT E, New Haven, CT 06511",369000,2.0,2.0,1072.0,41.302658,-72.91573,Condo for sale,CONDO,1,363700.0,https://www.zillow.com/homedetails/120-Wooster-St-APT-E-New-Haven-CT-06511/57963221_zpid/,False,False,120 Wooster Street APT E,New Haven,CT 06511,CT,06511,Connecticut
971,57876931,"220 Rose Hill Road, Portland, CT 06480",399900,3.0,2.0,1428.0,41.604378,-72.59863,House for sale,SINGLE_FAMILY,3,397600.0,https://www.zillow.com/homedetails/220-Rose-Hill-Rd-Portland-CT-06480/57876931_zpid/,True,False,220 Rose Hill Road,Portland,CT 06480,CT,06480,Connecticut
972,59297884,"119 Quercus Avenue, Windham, CT 06226",299000,3.0,2.0,1160.0,41.705395,-72.20528,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/119-Quercus-Ave-Willimantic-CT-06226/59297884_zpid/,True,False,119 Quercus Avenue,Windham,CT 06226,CT,06226,Connecticut
973,58055891,"110 Valley Road, Groton, CT 06340",369900,3.0,2.0,1810.0,41.35532,-72.05358,House for sale,SINGLE_FAMILY,2,383000.0,https://www.zillow.com/homedetails/110-Valley-Rd-Groton-CT-06340/58055891_zpid/,False,False,110 Valley Road,Groton,CT 06340,CT,06340,Connecticut
974,58911546,"90 Robin Ridge Drive, Madison, CT 06443",574900,3.0,3.0,2164.0,41.310543,-72.60438,Coming soon,SINGLE_FAMILY,4,586200.0,https://www.zillow.com/homedetails/90-Robin-Ridge-Dr-Madison-CT-06443/58911546_zpid/,False,False,90 Robin Ridge Drive,Madison,CT 06443,CT,06443,Connecticut
975,58851376,"279 Roast Meat Hill Road, Killingworth, CT 06419",500000,3.0,2.0,1408.0,41.363544,-72.54903,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/279-Roast-Meat-Hill-Rd-Killingworth-CT-06419/58851376_zpid/,False,False,279 Roast Meat Hill Road,Killingworth,CT 06419,CT,06419,Connecticut
977,207193747,"56 Brittany Lane, Somers, CT 06071",975000,4.0,4.0,5126.0,42.028996,-72.482185,House for sale,SINGLE_FAMILY,2,947500.0,https://www.zillow.com/homedetails/56-Brittany-Ln-Somers-CT-06071/207193747_zpid/,False,False,56 Brittany Lane,Somers,CT 06071,CT,06071,Connecticut
978,57419687,"25 Arrowhead Road, Wilton, CT 06897",1100000,3.0,3.0,2679.0,41.17347,-73.418144,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/25-Arrowhead-Rd-Wilton-CT-06897/57419687_zpid/,False,False,25 Arrowhead Road,Wilton,CT 06897,CT,06897,Connecticut
979,57388538,"185 Cutspring Road, Stratford, CT 06614",555000,3.0,2.0,1765.0,41.22053,-73.12377,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/185-Cutspring-Rd-Stratford-CT-06614/57388538_zpid/,True,False,185 Cutspring Road,Stratford,CT 06614,CT,06614,Connecticut
980,109732500,"4 Jessie Lane, East Windsor, CT 06016",614900,3.0,3.0,3246.0,41.89381,-72.5199,House for sale,SINGLE_FAMILY,12,,https://www.zillow.com/homedetails/4-Jessie-Ln-Broad-Brook-CT-06016/109732500_zpid/,False,False,4 Jessie Lane,East Windsor,CT 06016,CT,06016,Connecticut
981,58161277,"608 Kennedy Road, Windsor, CT 06095",399923,4.0,2.0,1399.0,41.879333,-72.642555,House for sale,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/608-Kennedy-Rd-Windsor-CT-06095/58161277_zpid/,False,False,608 Kennedy Road,Windsor,CT 06095,CT,06095,Connecticut
982,58110653,"135 Adelaide Street, Killingly, CT 06239",299999,3.0,1.0,1333.0,41.806416,-71.89493,House for sale,SINGLE_FAMILY,2,347200.0,https://www.zillow.com/homedetails/135-Adelaide-St-Killingly-CT-06239/58110653_zpid/,False,False,135 Adelaide Street,Killingly,CT 06239,CT,06239,Connecticut
983,449924751,"7 Long Meadow Lane, Redding, CT 06896",1837500,4.0,5.0,5385.0,41.303047,-73.35304,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/7-Long-Meadow-Ln-Bethel-CT-06801/449924751_zpid/,True,False,7 Long Meadow Lane,Redding,CT 06896,CT,06896,Connecticut
984,7162757,"2570 Hummingbird Hill Ave, Henderson, NV 89074",569900,3.0,3.0,1907.0,36.030952,-115.11464,House for sale,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/2570-Hummingbird-Hill-Ave-Henderson-NV-89074/7162757_zpid/,False,False,2570 Hummingbird Hill Ave,Henderson,NV 89074,NV,89074,Nevada
985,65236889,"2928 Coast Line Ct, Las Vegas, NV 89117",28000000,5.0,8.0,12720.0,36.137432,-115.287285,House for sale,SINGLE_FAMILY,187,,https://www.zillow.com/homedetails/2928-Coast-Line-Ct-Las-Vegas-NV-89117/65236889_zpid/,False,False,2928 Coast Line Ct,Las Vegas,NV 89117,NV,89117,Nevada
986,7195407,"1694 Long Horizon Ln, Henderson, NV 89074",585000,4.0,3.0,2122.0,36.0337,-115.05939,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/1694-Long-Horizon-Ln-Henderson-NV-89074/7195407_zpid/,False,False,1694 Long Horizon Ln,Henderson,NV 89074,NV,89074,Nevada
987,7026771,"6617 Bush Clover Ln, Las Vegas, NV 89156",370000,3.0,2.0,1453.0,36.198563,-115.028946,House for sale,SINGLE_FAMILY,9,369200.0,https://www.zillow.com/homedetails/6617-Bush-Clover-Ln-Las-Vegas-NV-89156/7026771_zpid/,False,False,6617 Bush Clover Ln,Las Vegas,NV 89156,NV,89156,Nevada
988,7070227,"5155 Saratoga Dr, Las Vegas, NV 89120",389999,4.0,2.0,1515.0,36.09493,-115.06633,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/5155-Saratoga-Dr-Las-Vegas-NV-89120/7070227_zpid/,False,False,5155 Saratoga Dr,Las Vegas,NV 89120,NV,89120,Nevada
989,141739230,"8 Sun Glow Ln, Las Vegas, NV 89135",8499000,6.0,7.0,7167.0,36.11012,-115.34175,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/8-Sun-Glow-Ln-Las-Vegas-NV-89135/141739230_zpid/,False,False,8 Sun Glow Ln,Las Vegas,NV 89135,NV,89135,Nevada
990,68273957,"8805 Jeffreys St Unit 1087, Las Vegas, NV 89123",314995,3.0,2.0,1239.0,36.029522,-115.12095,Condo for sale,CONDO,9,310900.0,https://www.zillow.com/homedetails/8805-Jeffreys-St-UNIT-1087-Las-Vegas-NV-89123/68273957_zpid/,False,False,8805 Jeffreys St Unit 1087,Las Vegas,NV 89123,NV,89123,Nevada
991,66849898,"5074 Sacred Datura Ave, Las Vegas, NV 89139",399999,3.0,3.0,1395.0,36.054115,-115.21021,House for sale,SINGLE_FAMILY,2,394800.0,https://www.zillow.com/homedetails/5074-Sacred-Datura-Ave-Las-Vegas-NV-89139/66849898_zpid/,False,False,5074 Sacred Datura Ave,Las Vegas,NV 89139,NV,89139,Nevada
992,7230380,"1425 Minuet St, Henderson, NV 89052",675000,4.0,3.0,2265.0,35.97439,-115.09115,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/1425-Minuet-St-Henderson-NV-89052/7230380_zpid/,False,False,1425 Minuet St,Henderson,NV 89052,NV,89052,Nevada
993,61740573,"8832 Arabian Filly Ave, Las Vegas, NV 89143",715000,4.0,4.0,3098.0,36.327908,-115.28996,House for sale,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/8832-Arabian-Filly-Ave-Las-Vegas-NV-89143/61740573_zpid/,False,False,8832 Arabian Filly Ave,Las Vegas,NV 89143,NV,89143,Nevada
994,141743718,"8353 Bartholomew Park Ct, Las Vegas, NV 89139",825000,4.0,4.0,2988.0,36.037872,-115.19992,House for sale,SINGLE_FAMILY,9,807400.0,https://www.zillow.com/homedetails/8353-Bartholomew-Park-Ct-Las-Vegas-NV-89139/141743718_zpid/,True,False,8353 Bartholomew Park Ct,Las Vegas,NV 89139,NV,89139,Nevada
995,141327450,"372 Beesley Dr, Sunrise Manor, NV 89110",1050000,4.0,4.0,3901.0,36.166534,-115.03806,House for sale,SINGLE_FAMILY,9,1024000.0,https://www.zillow.com/homedetails/372-Beesley-Dr-Sunrise-Manor-NV-89110/141327450_zpid/,True,False,372 Beesley Dr,Sunrise Manor,NV 89110,NV,89110,Nevada
996,141751789,"2800 Josephine Dr, Henderson, NV 89044",1299900,4.0,3.0,3628.0,35.92395,-115.09145,House for sale,SINGLE_FAMILY,1,1256500.0,https://www.zillow.com/homedetails/2800-Josephine-Dr-Henderson-NV-89044/141751789_zpid/,False,False,2800 Josephine Dr,Henderson,NV 89044,NV,89044,Nevada
997,6939047,"7841 Sea Rock Rd, Las Vegas, NV 89128",525000,3.0,3.0,1799.0,36.20729,-115.26543,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/7841-Sea-Rock-Rd-Las-Vegas-NV-89128/6939047_zpid/,False,False,7841 Sea Rock Rd,Las Vegas,NV 89128,NV,89128,Nevada
998,61640505,"2600 Tuscan Way, Sparks, NV 89434",879900,5.0,3.0,3287.0,39.555943,-119.69668,Active,SINGLE_FAMILY,9,858800.0,https://www.zillow.com/homedetails/2600-Tuscan-Way-Sparks-NV-89434/61640505_zpid/,False,False,2600 Tuscan Way,Sparks,NV 89434,NV,89434,Nevada
999,7190422,"305 Salinas Dr, Henderson, NV 89014",595000,4.0,3.0,2386.0,36.049435,-115.062164,House for sale,SINGLE_FAMILY,1,586700.0,https://www.zillow.com/homedetails/305-Salinas-Dr-Henderson-NV-89014/7190422_zpid/,False,False,305 Salinas Dr,Henderson,NV 89014,NV,89014,Nevada
1000,55330159,"3009 Tagus Ct, Sparks, NV 89436",685000,4.0,3.0,2532.0,39.63298,-119.6916,Active,SINGLE_FAMILY,5,677000.0,https://www.zillow.com/homedetails/3009-Tagus-Ct-Sparks-NV-89436/55330159_zpid/,False,False,3009 Tagus Ct,Sparks,NV 89436,NV,89436,Nevada
1001,7067996,"5289 Chattanooga Ave, Las Vegas, NV 89122",449900,4.0,2.0,1451.0,36.093224,-115.05747,House for sale,SINGLE_FAMILY,5,449100.0,https://www.zillow.com/homedetails/5289-Chattanooga-Ave-Las-Vegas-NV-89122/7067996_zpid/,False,False,5289 Chattanooga Ave,Las Vegas,NV 89122,NV,89122,Nevada
