,zpid,address,price,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,is_featured,street_add,city,state_zipcode,state_code,zipcode,state_name
495,71241546,"2545 Farm Dr, El Reno, OK 73036",699000,5.0,4.0,3311.0,35.440063,-97.838745,House for sale,SINGLE_FAMILY,10,683200.0,https://www.zillow.com/homedetails/2545-Farm-Dr-El-Reno-OK-73036/71241546_zpid/,False,False,2545 Farm Dr,El Reno,OK 73036,OK,73036,Oklahoma
496,454823074,"3124 E 79th St, Tulsa, OK 74136",470000,4.0,3.0,2600.0,36.048855,-95.94194,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/3124-E-79th-St-Tulsa-OK-74136/454823074_zpid/,False,False,3124 E 79th St,Tulsa,OK 74136,OK,74136,Oklahoma
497,21912588,"2916 Fairfield Dr, Edmond, OK 73012",239900,3.0,2.0,0.0,35.641575,-97.52249,House for sale,SINGLE_FAMILY,3,239900.0,https://www.zillow.com/homedetails/2916-Fairfield-Dr-Edmond-OK-73012/21912588_zpid/,True,False,2916 Fairfield Dr,Edmond,OK 73012,OK,73012,Oklahoma
498,21743321,"3305 Fireside Cir, Norman, OK 73072",250000,5.0,3.0,0.0,35.24639,-97.48939,House for sale,SINGLE_FAMILY,3,247400.0,https://www.zillow.com/homedetails/3305-Fireside-Cir-Norman-OK-73072/21743321_zpid/,False,False,3305 Fireside Cir,Norman,OK 73072,OK,73072,Oklahoma
499,21944757,"305 Hamptonridge Rd, Edmond, OK 73034",499999,4.0,4.0,3379.0,35.658195,-97.45136,House for sale,SINGLE_FAMILY,9,489000.0,https://www.zillow.com/homedetails/305-Hamptonridge-Rd-Edmond-OK-73034/21944757_zpid/,False,False,305 Hamptonridge Rd,Edmond,OK 73034,OK,73034,Oklahoma
500,21805251,"14674 Fontella Ln, Edmond, OK 73034",399900,5.0,3.0,2641.0,35.726437,-97.387596,House for sale,SINGLE_FAMILY,116,395200.0,https://www.zillow.com/homedetails/14674-Fontella-Ln-Edmond-OK-73034/21805251_zpid/,False,False,14674 Fontella Ln,Edmond,OK 73034,OK,73034,Oklahoma
501,21860505,"2800 NW 18th St, Oklahoma City, OK 73107",315000,3.0,2.0,2002.0,35.487625,-97.56295,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/2800-NW-18th-St-Oklahoma-City-OK-73107/21860505_zpid/,True,False,2800 NW 18th St,Oklahoma City,OK 73107,OK,73107,Oklahoma
502,21750676,"808 Turtle Creek Rd, Oklahoma City, OK 73170",193900,3.0,2.0,1504.0,35.340702,-97.52736,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/808-Turtle-Creek-Rd-Oklahoma-City-OK-73170/21750676_zpid/,False,False,808 Turtle Creek Rd,Oklahoma City,OK 73170,OK,73170,Oklahoma
503,89358422,"13603 S Owasso Pl, Glenpool, OK 74033",319900,4.0,2.0,1897.0,35.96544,-95.976395,House for sale,SINGLE_FAMILY,1,317900.0,https://www.zillow.com/homedetails/13603-S-Owasso-Pl-Glenpool-OK-74033/89358422_zpid/,False,False,13603 S Owasso Pl,Glenpool,OK 74033,OK,74033,Oklahoma
504,22031481,"412 Kenswick Ct, Edmond, OK 73034",425000,4.0,3.0,2541.0,35.659588,-97.44309,House for sale,SINGLE_FAMILY,15,416600.0,https://www.zillow.com/homedetails/412-Kenswick-Ct-Edmond-OK-73034/22031481_zpid/,False,False,412 Kenswick Ct,Edmond,OK 73034,OK,73034,Oklahoma
505,21755176,"104 W Ranchwood Ct, Oklahoma City, OK 73139",270000,4.0,3.0,2835.0,35.371677,-97.51579,House for sale,SINGLE_FAMILY,1,283700.0,https://www.zillow.com/homedetails/104-W-Ranchwood-Ct-Oklahoma-City-OK-73139/21755176_zpid/,False,False,104 W Ranchwood Ct,Oklahoma City,OK 73139,OK,73139,Oklahoma
506,460228314,"2191 N 190th Rd, Mounds, OK 74047",275000,2.0,2.0,1101.0,35.83263,-96.03324,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/2191-N-190th-Rd-Mounds-OK-74047/460228314_zpid/,False,False,2191 N 190th Rd,Mounds,OK 74047,OK,74047,Oklahoma
507,22043508,"16216 SE 26th St, Choctaw, OK 73020",218900,4.0,1.0,1482.0,35.438076,-97.2437,House for sale,SINGLE_FAMILY,8,213500.0,https://www.zillow.com/homedetails/16216-SE-26th-St-Choctaw-OK-73020/22043508_zpid/,False,False,16216 SE 26th St,Choctaw,OK 73020,OK,73020,Oklahoma
508,22137479,"5413 S Louisville Ave, Tulsa, OK 74135",399000,4.0,3.0,2435.0,36.085262,-95.935814,House for sale,SINGLE_FAMILY,2,390500.0,https://www.zillow.com/homedetails/5413-S-Louisville-Ave-Tulsa-OK-74135/22137479_zpid/,False,False,5413 S Louisville Ave,Tulsa,OK 74135,OK,74135,Oklahoma
509,448494609,"3009 S Ash Ave, Broken Arrow, OK 74012",175000,3.0,2.0,1283.0,36.021923,-95.79014,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/3009-S-Ash-Ave-Broken-Arrow-OK-74012/448494609_zpid/,False,False,3009 S Ash Ave,Broken Arrow,OK 74012,OK,74012,Oklahoma
510,21958940,"4405 NW 54th St, Oklahoma City, OK 73112",225000,3.0,2.0,1550.0,35.5262,-97.599304,House for sale,SINGLE_FAMILY,1,221900.0,https://www.zillow.com/homedetails/4405-NW-54th-St-Oklahoma-City-OK-73112/21958940_zpid/,True,False,4405 NW 54th St,Oklahoma City,OK 73112,OK,73112,Oklahoma
511,78477276,"307 Willow Creek Dr, Tuttle, OK 73089",375000,3.0,3.0,1770.0,35.28493,-97.745445,House for sale,SINGLE_FAMILY,2,370300.0,https://www.zillow.com/homedetails/307-Willow-Creek-Dr-Tuttle-OK-73089/78477276_zpid/,True,False,307 Willow Creek Dr,Tuttle,OK 73089,OK,73089,Oklahoma
512,459467278,"4224 Us Highway 75 Alt S, Beggs, OK 74421",2350000,10.0,9.0,8999.0,35.793533,-96.06391,House for sale,SINGLE_FAMILY,36,,https://www.zillow.com/homedetails/4224-Us-Highway-75-Alt-S-Beggs-OK-74421/459467278_zpid/,False,False,4224 Us Highway 75 Alt S,Beggs,OK 74421,OK,74421,Oklahoma
513,54855831,"9632 E 118th Pl S, Bixby, OK 74008",349000,3.0,2.0,2078.0,35.99235,-95.869316,House for sale,SINGLE_FAMILY,93,347200.0,https://www.zillow.com/homedetails/9632-E-118th-Pl-S-Bixby-OK-74008/54855831_zpid/,True,False,9632 E 118th Pl S,Bixby,OK 74008,OK,74008,Oklahoma
514,21982860,"6101 Plum Thicket Rd, Oklahoma City, OK 73162",524999,4.0,3.0,3632.0,35.587185,-97.62402,House for sale,SINGLE_FAMILY,9,510700.0,https://www.zillow.com/homedetails/6101-Plum-Thicket-Rd-Oklahoma-City-OK-73162/21982860_zpid/,False,False,6101 Plum Thicket Rd,Oklahoma City,OK 73162,OK,73162,Oklahoma
515,84246716,"302 F St NE, Ardmore, OK 73401",155000,3.0,2.0,1170.0,34.174625,-97.12027,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/302-F-St-NE-Ardmore-OK-73401/84246716_zpid/,True,False,302 F St NE,Ardmore,OK 73401,OK,73401,Oklahoma
516,22138862,"1634 S 107th East Ave, Tulsa, OK 74128",90000,3.0,2.0,1303.0,36.13786,-95.85817,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/1634-S-107th-East-Ave-Tulsa-OK-74128/22138862_zpid/,False,False,1634 S 107th East Ave,Tulsa,OK 74128,OK,74128,Oklahoma
517,22212058,"11713 E 84th Pl N, Owasso, OK 74055",264900,3.0,3.0,2543.0,36.276367,-95.84338,House for sale,SINGLE_FAMILY,8,257600.0,https://www.zillow.com/homedetails/11713-E-84th-Pl-N-Owasso-OK-74055/22212058_zpid/,False,False,11713 E 84th Pl N,Owasso,OK 74055,OK,74055,Oklahoma
518,21994240,"6008 SE 3rd St, Midwest City, OK 73110",120000,3.0,1.0,966.0,35.46088,-97.41886,House for sale,SINGLE_FAMILY,1,128400.0,https://www.zillow.com/homedetails/6008-SE-3rd-St-Midwest-City-OK-73110/21994240_zpid/,False,False,6008 SE 3rd St,Midwest City,OK 73110,OK,73110,Oklahoma
519,305784472,"4508 Green Country Rd, Edmond, OK 73034",653000,5.0,4.0,3319.0,35.700714,-97.43885,House for sale,SINGLE_FAMILY,2,640400.0,https://www.zillow.com/homedetails/4508-Green-Country-Rd-Edmond-OK-73034/305784472_zpid/,False,False,4508 Green Country Rd,Edmond,OK 73034,OK,73034,Oklahoma
520,21721452,"3114 Sooner Lake Cir, Moore, OK 73165",475000,4.0,3.0,2528.0,35.311085,-97.42749,House for sale,SINGLE_FAMILY,2,475000.0,https://www.zillow.com/homedetails/3114-Sooner-Lake-Cir-Moore-OK-73165/21721452_zpid/,False,False,3114 Sooner Lake Cir,Moore,OK 73165,OK,73165,Oklahoma
521,123341681,"2010 Shady Cv, Sulphur, OK 73086",1375000,4.0,4.0,3890.0,34.470978,-97.02089,House for sale,SINGLE_FAMILY,5,1312100.0,https://www.zillow.com/homedetails/2010-Shady-Cv-Sulphur-OK-73086/123341681_zpid/,False,False,2010 Shady Cv,Sulphur,OK 73086,OK,73086,Oklahoma
522,112932526,"785 Ridley Rd, Duncan, OK 73533",35500,2.0,2.0,1800.0,34.49596,-97.93484,House for sale,SINGLE_FAMILY,12,,https://www.zillow.com/homedetails/785-Ridley-Rd-Duncan-OK-73533/112932526_zpid/,False,False,785 Ridley Rd,Duncan,OK 73533,OK,73533,Oklahoma
523,22264217,"2606 W Toledo Ct, Broken Arrow, OK 74012",274900,5.0,3.0,3100.0,36.034233,-95.82161,House for sale,SINGLE_FAMILY,23,,https://www.zillow.com/homedetails/2606-W-Toledo-Ct-Broken-Arrow-OK-74012/22264217_zpid/,False,False,2606 W Toledo Ct,Broken Arrow,OK 74012,OK,74012,Oklahoma
524,22096033,"14806 E Latimer St, Tulsa, OK 74116",149900,3.0,0.0,1654.0,36.170612,-95.810684,For sale by owner,SINGLE_FAMILY,21,,https://www.zillow.com/homedetails/14806-E-Latimer-St-Tulsa-OK-74116/22096033_zpid/,False,False,14806 E Latimer St,Tulsa,OK 74116,OK,74116,Oklahoma
525,78469591,"828 S 12th St, Chickasha, OK 73018",499000,6.0,3.0,4261.0,35.04226,-97.94826,House for sale,SINGLE_FAMILY,21,477800.0,https://www.zillow.com/homedetails/828-S-12th-St-Chickasha-OK-73018/78469591_zpid/,False,False,828 S 12th St,Chickasha,OK 73018,OK,73018,Oklahoma
526,89358232,"2700 NW 184th St, Edmond, OK 73012",249900,3.0,2.0,1522.0,35.659748,-97.56322,House for sale,SINGLE_FAMILY,2,246900.0,https://www.zillow.com/homedetails/2700-NW-184th-St-Edmond-OK-73012/89358232_zpid/,True,False,2700 NW 184th St,Edmond,OK 73012,OK,73012,Oklahoma
527,86042282,"3265 S Ranch Dr, Ponca City, OK 74601",59900,3.0,2.0,2463.0,36.677002,-97.138374,House for sale,SINGLE_FAMILY,15,,https://www.zillow.com/homedetails/3265-S-Ranch-Dr-Ponca-City-OK-74601/86042282_zpid/,False,False,3265 S Ranch Dr,Ponca City,OK 74601,OK,74601,Oklahoma
528,22050739,"21440 Patience Ln, Harrah, OK 73045",215000,3.0,2.0,1470.0,35.54833,-97.15087,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/21440-Patience-Ln-Harrah-OK-73045/22050739_zpid/,False,False,21440 Patience Ln,Harrah,OK 73045,OK,73045,Oklahoma
529,71241178,"737 Dana Dr, Yukon, OK 73099",282000,4.0,2.0,1762.0,35.4753,-97.72752,House for sale,SINGLE_FAMILY,2,279600.0,https://www.zillow.com/homedetails/737-Dana-Dr-Yukon-OK-73099/71241178_zpid/,True,False,737 Dana Dr,Yukon,OK 73099,OK,73099,Oklahoma
530,2134249756,"17170 County Road 3548, Ada, OK 74820",160000,2.0,2.0,2514.0,34.73858,-96.69065,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/17170-County-Road-3548-Ada-OK-74820/2134249756_zpid/,False,False,17170 County Road 3548,Ada,OK 74820,OK,74820,Oklahoma
531,307219471,"22238 E 843rd Rd, Park Hill, OK 74451",375000,3.0,3.0,1856.0,35.797924,-94.910805,House for sale,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/22238-E-843rd-Rd-Park-Hill-OK-74451/307219471_zpid/,False,False,22238 E 843rd Rd,Park Hill,OK 74451,OK,74451,Oklahoma
532,125651033,"3371 SW 240th Rd, Tuskahoma, OK 74574",185000,3.0,2.0,2040.0,34.711914,-95.380646,House for sale,SINGLE_FAMILY,33,170700.0,https://www.zillow.com/homedetails/3371-SW-240th-Rd-Tuskahoma-OK-74574/125651033_zpid/,False,False,3371 SW 240th Rd,Tuskahoma,OK 74574,OK,74574,Oklahoma
533,22225854,"7824 S Urbana Ave, Tulsa, OK 74136",399000,4.0,4.0,3373.0,36.05052,-95.92611,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/7824-S-Urbana-Ave-Tulsa-OK-74136/22225854_zpid/,False,False,7824 S Urbana Ave,Tulsa,OK 74136,OK,74136,Oklahoma
534,21996172,"3307 Mockingbird Ln, Oklahoma City, OK 73110",254900,3.0,2.0,2138.0,35.47338,-97.395096,House for sale,SINGLE_FAMILY,4,254900.0,https://www.zillow.com/homedetails/3307-Mockingbird-Ln-Oklahoma-City-OK-73110/21996172_zpid/,True,False,3307 Mockingbird Ln,Oklahoma City,OK 73110,OK,73110,Oklahoma
535,22033416,"2812 Persimmon Creek Dr, Edmond, OK 73013",1250000,6.0,5.0,6841.0,35.626125,-97.43431,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/2812-Persimmon-Creek-Dr-Edmond-OK-73013/22033416_zpid/,True,False,2812 Persimmon Creek Dr,Edmond,OK 73013,OK,73013,Oklahoma
536,2072333455,"9233 NW 90th St, Yukon, OK 73099",395000,4.0,3.0,2250.0,35.563026,-97.680504,House for sale,SINGLE_FAMILY,2,391900.0,https://www.zillow.com/homedetails/9233-NW-90th-St-Yukon-OK-73099/2072333455_zpid/,True,False,9233 NW 90th St,Yukon,OK 73099,OK,73099,Oklahoma
537,70506984,"11710 S Willow Pl, Jenks, OK 74037",418000,5.0,3.0,3010.0,35.993195,-96.00255,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/11710-S-Willow-Pl-Jenks-OK-74037/70506984_zpid/,False,False,11710 S Willow Pl,Jenks,OK 74037,OK,74037,Oklahoma
538,69164349,"3232 Songwood Dr, Edmond, OK 73003",422000,3.0,3.0,2939.0,35.68799,-97.48982,House for sale,SINGLE_FAMILY,0,412400.0,https://www.zillow.com/homedetails/3232-Songwood-Dr-Edmond-OK-73003/69164349_zpid/,False,False,3232 Songwood Dr,Edmond,OK 73003,OK,73003,Oklahoma
539,347390657,"6136 S 219th East Ave, Broken Arrow, OK 74014",299900,4.0,2.0,2128.0,36.074165,-95.73462,House for sale,SINGLE_FAMILY,104,,https://www.zillow.com/homedetails/6136-S-219th-East-Ave-Broken-Arrow-OK-74014/347390657_zpid/,False,False,6136 S 219th East Ave,Broken Arrow,OK 74014,OK,74014,Oklahoma
540,21708030,"2219 E Pleasantview Ln, Mustang, OK 73064",140000,3.0,2.0,1540.0,35.388264,-97.67825,Auction,SINGLE_FAMILY,18,212300.0,https://www.zillow.com/homedetails/2219-E-Pleasantview-Ln-Mustang-OK-73064/21708030_zpid/,False,False,2219 E Pleasantview Ln,Mustang,OK 73064,OK,73064,Oklahoma
541,151627341,"11790 E Etowah Rd, Noble, OK 73068",1150000,4.0,4.0,3960.0,35.144936,-97.26865,House for sale,SINGLE_FAMILY,2,322100.0,https://www.zillow.com/homedetails/11790-E-Etowah-Rd-Noble-OK-73068/151627341_zpid/,False,False,11790 E Etowah Rd,Noble,OK 73068,OK,73068,Oklahoma
542,123701159,"5708 SE 148th St, Oklahoma City, OK 73165",495000,4.0,3.0,2794.0,35.320267,-97.42178,House for sale,SINGLE_FAMILY,1,486800.0,https://www.zillow.com/homedetails/5708-SE-148th-St-Oklahoma-City-OK-73165/123701159_zpid/,False,False,5708 SE 148th St,Oklahoma City,OK 73165,OK,73165,Oklahoma
543,449895763,"11410 S Mulberry Cir, Jenks, OK 74037",365000,4.0,3.0,1993.0,35.99856,-95.98728,House for sale,SINGLE_FAMILY,2,358900.0,https://www.zillow.com/homedetails/11410-S-Mulberry-Cir-Jenks-OK-74037/449895763_zpid/,False,False,11410 S Mulberry Cir,Jenks,OK 74037,OK,74037,Oklahoma
544,22062533,"1919 N Union Ave, Shawnee, OK 74804",285183,4.0,3.0,2776.0,35.353188,-96.92072,House for sale,SINGLE_FAMILY,3,284400.0,https://www.zillow.com/homedetails/1919-N-Union-Ave-Shawnee-OK-74804/22062533_zpid/,False,False,1919 N Union Ave,Shawnee,OK 74804,OK,74804,Oklahoma
545,460345109,"809 W Fastrunner Rd, Fort Cobb, OK 73038",224900,4.0,2.0,2054.0,35.10266,-98.44474,House for sale,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/809-W-Fastrunner-Rd-Fort-Cobb-OK-73038/460345109_zpid/,False,False,809 W Fastrunner Rd,Fort Cobb,OK 73038,OK,73038,Oklahoma
546,338677177,"30 Split Shot Cir, Broken Bow, OK 74728",995000,5.0,3.0,3315.0,34.112404,-94.707596,House for sale,SINGLE_FAMILY,0,949300.0,https://www.zillow.com/homedetails/30-Split-Shot-Cir-Broken-Bow-OK-74728/338677177_zpid/,False,False,30 Split Shot Cir,Broken Bow,OK 74728,OK,74728,Oklahoma
547,21994116,"6121 SE 7th St, Midwest City, OK 73110",179000,3.0,2.0,1487.0,35.45757,-97.41705,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/6121-SE-7th-St-Midwest-City-OK-73110/21994116_zpid/,False,False,6121 SE 7th St,Midwest City,OK 73110,OK,73110,Oklahoma
548,21747421,"10208 Richmond Dr, Oklahoma City, OK 73165",122500,2.0,1.0,1600.0,35.365208,-97.29077,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/10208-Richmond-Dr-Oklahoma-City-OK-73165/21747421_zpid/,False,False,10208 Richmond Dr,Oklahoma City,OK 73165,OK,73165,Oklahoma
549,21956146,"6601 NW 150th St, Oklahoma City, OK 73142",219900,3.0,3.0,1806.0,35.623955,-97.63155,House for sale,SINGLE_FAMILY,2,220000.0,https://www.zillow.com/homedetails/6601-NW-150th-St-Oklahoma-City-OK-73142/21956146_zpid/,False,False,6601 NW 150th St,Oklahoma City,OK 73142,OK,73142,Oklahoma
550,62633366,"4200 W Kent St, Broken Arrow, OK 74012",304900,3.0,3.0,2219.0,36.022743,-95.840164,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/4200-W-Kent-St-Broken-Arrow-OK-74012/62633366_zpid/,False,False,4200 W Kent St,Broken Arrow,OK 74012,OK,74012,Oklahoma
551,444851292,"1204 N Willow Ave, Broken Arrow, OK 74012",295310,4.0,3.0,2683.0,36.06255,-95.84065,House for sale,SINGLE_FAMILY,9,291200.0,https://www.zillow.com/homedetails/1204-N-Willow-Ave-Broken-Arrow-OK-74012/444851292_zpid/,False,False,1204 N Willow Ave,Broken Arrow,OK 74012,OK,74012,Oklahoma
552,21956789,"14701 N Western Ave, Edmond, OK 73013",1595000,4.0,5.0,6397.0,35.61943,-97.53214,House for sale,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/14701-N-Western-Ave-Edmond-OK-73013/21956789_zpid/,False,False,14701 N Western Ave,Edmond,OK 73013,OK,73013,Oklahoma
553,112739618,"59421 E 301st Rd, Grove, OK 74344",580000,4.0,2.0,2300.0,36.580288,-94.820435,House for sale,SINGLE_FAMILY,0,556000.0,https://www.zillow.com/homedetails/59421-E-301st-Rd-Grove-OK-74344/112739618_zpid/,False,False,59421 E 301st Rd,Grove,OK 74344,OK,74344,Oklahoma
554,22112898,"5606 S Trenton Ave, Tulsa, OK 74105",289500,5.0,3.0,3047.0,36.082294,-95.96837,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/5606-S-Trenton-Ave-Tulsa-OK-74105/22112898_zpid/,True,False,5606 S Trenton Ave,Tulsa,OK 74105,OK,74105,Oklahoma
555,21964753,"7917 S Linn Ave, Oklahoma City, OK 73159",159900,3.0,2.0,1858.0,35.38692,-97.560646,House for sale,SINGLE_FAMILY,122,,https://www.zillow.com/homedetails/7917-S-Linn-Ave-Oklahoma-City-OK-73159/21964753_zpid/,False,False,7917 S Linn Ave,Oklahoma City,OK 73159,OK,73159,Oklahoma
556,78472341,"628 Cranton Dr, Chickasha, OK 73018",200000,5.0,4.0,5356.0,35.01824,-97.93868,House for sale,SINGLE_FAMILY,6,195800.0,https://www.zillow.com/homedetails/628-Cranton-Dr-Chickasha-OK-73018/78472341_zpid/,False,False,628 Cranton Dr,Chickasha,OK 73018,OK,73018,Oklahoma
557,245289803,"7109 SW 122nd St, Oklahoma City, OK 73173",624900,5.0,3.0,3324.0,35.345734,-97.637115,House for sale,SINGLE_FAMILY,24,620200.0,https://www.zillow.com/homedetails/7109-SW-122nd-St-Oklahoma-City-OK-73173/245289803_zpid/,False,False,7109 SW 122nd St,Oklahoma City,OK 73173,OK,73173,Oklahoma
558,21980379,"11608 Kings Cir, Oklahoma City, OK 73162",210000,3.0,3.0,2341.0,35.588634,-97.65995,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/11608-Kings-Cir-Oklahoma-City-OK-73162/21980379_zpid/,False,False,11608 Kings Cir,Oklahoma City,OK 73162,OK,73162,Oklahoma
559,434051010,"9001 N 137th East Ave, Owasso, OK 74055",399900,4.0,3.0,2963.0,36.284554,-95.82139,House for sale,SINGLE_FAMILY,4,393200.0,https://www.zillow.com/homedetails/9001-N-137th-East-Ave-Owasso-OK-74055/434051010_zpid/,False,False,9001 N 137th East Ave,Owasso,OK 74055,OK,74055,Oklahoma
560,78498897,"809 Whippoorwill Ct, Bartlesville, OK 74006",180000,4.0,3.0,2373.0,36.74017,-95.94171,House for sale,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/809-Whippoorwill-Ct-Bartlesville-OK-74006/78498897_zpid/,False,False,809 Whippoorwill Ct,Bartlesville,OK 74006,OK,74006,Oklahoma
561,21957948,"2620 Lost Trail Rd, Edmond, OK 73012",425000,3.0,3.0,2861.0,35.656063,-97.51872,House for sale,SINGLE_FAMILY,3,414100.0,https://www.zillow.com/homedetails/2620-Lost-Trail-Rd-Edmond-OK-73012/21957948_zpid/,False,False,2620 Lost Trail Rd,Edmond,OK 73012,OK,73012,Oklahoma
562,22004664,"8741 Saint George Way, Midwest City, OK 73110",75000,1.0,1.0,833.0,35.46573,-97.37531,Townhouse for sale,TOWNHOUSE,1,80500.0,https://www.zillow.com/homedetails/8741-Saint-George-Way-Midwest-City-OK-73110/22004664_zpid/,False,False,8741 Saint George Way,Midwest City,OK 73110,OK,73110,Oklahoma
563,22274196,"3741 E 108th St S, Tulsa, OK 74137",475000,4.0,3.0,2665.0,36.007732,-95.93374,House for sale,SINGLE_FAMILY,23,,https://www.zillow.com/homedetails/3741-E-108th-St-S-Tulsa-OK-74137/22274196_zpid/,False,False,3741 E 108th St S,Tulsa,OK 74137,OK,74137,Oklahoma
564,22038202,"521 Partridge Ln, Edmond, OK 73034",375000,4.0,4.0,2456.0,35.671673,-97.472946,House for sale,SINGLE_FAMILY,1,371100.0,https://www.zillow.com/homedetails/521-Partridge-Ln-Edmond-OK-73034/22038202_zpid/,False,False,521 Partridge Ln,Edmond,OK 73034,OK,73034,Oklahoma
565,22145958,"7421 S Fulton Pl, Tulsa, OK 74136",469000,4.0,3.0,3256.0,36.055534,-95.91489,House for sale,SINGLE_FAMILY,35,451900.0,https://www.zillow.com/homedetails/7421-S-Fulton-Pl-Tulsa-OK-74136/22145958_zpid/,False,False,7421 S Fulton Pl,Tulsa,OK 74136,OK,74136,Oklahoma
566,21962185,"3100 NW 61st St, Oklahoma City, OK 73112",365000,4.0,3.0,2390.0,35.533978,-97.57011,House for sale,SINGLE_FAMILY,2,359800.0,https://www.zillow.com/homedetails/3100-NW-61st-St-Oklahoma-City-OK-73112/21962185_zpid/,False,False,3100 NW 61st St,Oklahoma City,OK 73112,OK,73112,Oklahoma
567,86137972,"100299 S 4632nd Rd, Sallisaw, OK 74955",150000,4.0,2.0,2252.0,35.561417,-94.76885,House for sale,SINGLE_FAMILY,51,,https://www.zillow.com/homedetails/100299-S-4632nd-Rd-Sallisaw-OK-74955/86137972_zpid/,False,False,100299 S 4632nd Rd,Sallisaw,OK 74955,OK,74955,Oklahoma
568,460344561,"430 N 8th Ave, Purcell, OK 73080",115000,3.0,1.0,1038.0,35.017834,-97.37021,House for sale,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/430-N-8th-Ave-Purcell-OK-73080/460344561_zpid/,False,False,430 N 8th Ave,Purcell,OK 73080,OK,73080,Oklahoma
569,22055908,"28275 Harrison Rd, Macomb, OK 74852",229900,4.0,2.0,2013.0,35.154552,-96.9138,House for sale,SINGLE_FAMILY,86,223800.0,https://www.zillow.com/homedetails/28275-Harrison-Rd-Macomb-OK-74852/22055908_zpid/,False,False,28275 Harrison Rd,Macomb,OK 74852,OK,74852,Oklahoma
570,114775407,"2389 Timberlane Ridge Rd, Sand Springs, OK 74063",330000,4.0,2.0,1952.0,36.192345,-96.09493,House for sale,SINGLE_FAMILY,131,329200.0,https://www.zillow.com/homedetails/2389-Timberlane-Ridge-Rd-Sand-Springs-OK-74063/114775407_zpid/,False,False,2389 Timberlane Ridge Rd,Sand Springs,OK 74063,OK,74063,Oklahoma
571,133395246,"6001 Sandyhill Rd, Choctaw, OK 73020",270000,3.0,2.0,1820.0,35.533028,-97.27291,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/6001-Sandyhill-Rd-Choctaw-OK-73020/133395246_zpid/,False,False,6001 Sandyhill Rd,Choctaw,OK 73020,OK,73020,Oklahoma
572,454808297,"3133 E 68th St, Tulsa, OK 74136",799000,4.0,5.0,4243.0,36.06424,-95.941345,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/3133-E-68th-St-Tulsa-OK-74136/454808297_zpid/,False,False,3133 E 68th St,Tulsa,OK 74136,OK,74136,Oklahoma
573,318603813,"30485 S 4537th Rd, Afton, OK 74331",425000,3.0,2.0,1600.0,36.57613,-94.92155,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/30485-S-4537th-Rd-Afton-OK-74331/318603813_zpid/,False,False,30485 S 4537th Rd,Afton,OK 74331,OK,74331,Oklahoma
574,21738613,"310 Redwing Dr, Norman, OK 73026",399800,3.0,3.0,2314.0,35.21486,-97.3612,House for sale,SINGLE_FAMILY,64,392300.0,https://www.zillow.com/homedetails/310-Redwing-Dr-Norman-OK-73026/21738613_zpid/,False,False,310 Redwing Dr,Norman,OK 73026,OK,73026,Oklahoma
575,21726300,"3631 60th Ave NE, Norman, OK 73026",329900,3.0,2.0,1705.0,35.26268,-97.352646,House for sale,SINGLE_FAMILY,22,320900.0,https://www.zillow.com/homedetails/3631-60th-Ave-NE-Norman-OK-73026/21726300_zpid/,False,False,3631 60th Ave NE,Norman,OK 73026,OK,73026,Oklahoma
576,21977330,"5204 NW 16th St, Oklahoma City, OK 73127",599000,3.0,4.0,4212.0,35.485558,-97.61078,House for sale,SINGLE_FAMILY,5,571800.0,https://www.zillow.com/homedetails/5204-NW-16th-St-Oklahoma-City-OK-73127/21977330_zpid/,False,False,5204 NW 16th St,Oklahoma City,OK 73127,OK,73127,Oklahoma
